Line	Spkr	StTime	Content	EnTime
1	DCB_se1_ag3_m_01	0.4097	Alright.	1.0985
2	DCB_se1_ag3_m_01	1.0985	(pause 0.94)	2.0382
3	DCB_se1_ag3_m_01	2.0382	/Go/.	2.4275
4	DCB_se1_ag3_m_01	2.4275	(pause 1.78)	4.2085
5	DCB_se1_ag3_m_01	4.2085	Okay.	4.7069
6	DCB_se1_ag3_m_01	4.7069	(pause 0.35)	5.0538
7	DCB_se1_ag3_m_01	5.0538	Now I have a couple questions for you.	6.2006
8	DCB_se1_ag3_m_01	6.2006	(pause 0.55)	6.7457
9	DCB_se1_ag3_m_01	6.7457	A couple more questions. What about	8.1827
10	DCB_se1_ag3_m_01	8.1827	(pause 0.45)	8.6369
11	DCB_se1_ag3_m_01	8.6369	go go music? What's so special about that?	10.6715
12	DCB_se1_ag2_m_02	11.6201	Uh,	12.1935
13	DCB_se1_ag3_m_01	13.9391	[And what is] it? Just tell me what is- what is it? Like if I'm just from [just somewhere-]	16.9405
14	DCB_se1_ag2_m_02	13.9603	[I think-]	14.2364
15	DCB_se1_ag2_m_02	14.2364	(pause 2.17)	16.4096
16	DCB_se1_ag2_m_02	16.4096	[It's- it's-] uh- it's- it's just pretty much	18.3789
17	DCB_se1_ag2_m_02	18.7690	bands, uh, playing,	20.8863
18	DCB_se1_ag2_m_02	20.8863	(pause 0.84)	21.7230
19	DCB_se1_ag2_m_02	21.7230	um, songs.	22.9264
20	DCB_se1_ag2_m_02	22.9264	(pause 0.24)	23.1622
21	DCB_se1_ag2_m_02	23.1622	Like hit songs, but they make their own version of it.	25.7438
22	DCB_se1_ag2_m_02	25.7438	(pause 0.47)	26.2151
23	DCB_se1_ag2_m_02	26.2151	Or	26.6611
24	DCB_se1_ag2_m_02	26.6611	(pause 0.22)	26.8806
25	DCB_se1_ag2_m_02	26.8806	they might have their own song that they created theirself	30.3447
26	DCB_se1_ag2_m_02	30.3447	(pause 1.81)	32.1514
27	DCB_se1_ag2_m_02	32.1514	And, um-	33.0292
28	DCB_se1_ag3_m_01	33.5814	Okay.	34.0692
29	DCB_se1_ag3_m_01	34.0692	(pause 2.52)	36.5899
30	DCB_se1_ag3_m_01	36.5899	Okay, go ahead.	37.2653
31	DCB_se1_ag3_m_01	37.2653	(pause 0.18)	37.4456
32	DCB_se1_ag3_m_01	37.4456	I'm sorry.	37.7792
33	DCB_se1_ag2_m_02	38.8664	Um,	39.3265
34	DCB_se1_ag2_m_02	39.3265	(pause 0.91)	40.2397
35	DCB_se1_ag2_m_02	40.2397	what was the question [again?]	41.1961
36	DCB_se1_ag3_m_01	40.9901	[G- Um], go go music.	41.9457
37	DCB_se1_ag2_m_02	42.1369	Oh yeah yeah yeah. Go go music, um,	43.8924
38	DCB_se1_ag2_m_02	43.8924	(pause 0.59)	44.4841
39	DCB_se1_ag2_m_02	44.4841	it's just b- different bands, um,	46.9830
40	DCB_se1_ag2_m_02	46.9830	(pause 0.49)	47.4715
41	DCB_se1_ag2_m_02	47.4715	doing their variation of songs that's out today that's-	50.3164
42	DCB_se1_ag2_m_02	50.3164	(pause 0.43)	50.7461
43	DCB_se1_ag2_m_02	50.7461	or out at the time that they made the song. They make their own songs too.	54.3278
44	DCB_se1_ag2_m_02	54.3278	(pause 0.58)	54.9085
45	DCB_se1_ag2_m_02	54.9085	Um,	55.4677
46	DCB_se1_ag2_m_02	55.4677	(pause 0.50)	55.9674
47	DCB_se1_ag2_m_02	55.9674	but it's just- it's unique	57.3894
