Line	Spkr	StTime	Content	EnTime
1	DCB_se1_ag3_m_01	0.4244	Where do you currently live now?	2.2893
2	DCB_se1_ag3_m_02	3.8953	I live in DC /??/	5.9482
3	DCB_se1_ag3_m_01	8.3786	Oh, okay.	9.1052
4	DCB_se1_ag3_m_02	10.0674	In Southeast.	11.1114
5	DCB_se1_ag3_m_01	13.2328	What's	13.9781
6	DCB_se1_ag3_m_01	13.9781	(pause 1.16)	15.1429
7	DCB_se1_ag3_m_01	15.1429	changed around your neighborhoods	17.7281
8	DCB_se1_ag3_m_01	17.7281	(pause 1.50)	19.2288
9	DCB_se1_ag3_m_01	19.2288	/what's-/ is- what y'all- is your neighborhood changed	21.4035
10	DCB_se1_ag3_m_01	21.4035	(pause 0.91)	22.3115
11	DCB_se1_ag3_m_01	22.3115	from when you grew up?	23.0688
12	DCB_se1_ag3_m_01	23.0688	(pause 0.40)	23.4640
13	DCB_se1_ag3_m_01	23.4640	From when you grew up, your neighborhood, has it changed?	25.6170
14	DCB_se1_ag3_m_02	25.7983	Yeah a lot has changed, you know.	27.6249
15	DCB_se1_ag3_m_02	27.6249	(pause 1.01)	28.6396
16	DCB_se1_ag3_m_02	28.6396	Lot of people either locked up	30.4485
17	DCB_se1_ag3_m_02	30.4485	(pause 0.46)	30.9087
18	DCB_se1_ag3_m_02	30.9087	or dead.	31.9300
19	DCB_se1_ag3_m_02	31.9300	(pause 1.94)	33.8673
20	DCB_se1_ag3_m_02	33.8673	A lot of people you grew up with,	35.6641
21	DCB_se1_ag3_m_02	35.6641	(pause 1.54)	37.2088
22	DCB_se1_ag3_m_02	37.2088	some passed,	38.4221
23	DCB_se1_ag3_m_02	38.4221	(pause 0.35)	38.7748
24	DCB_se1_ag3_m_02	38.7748	some get killed,	39.9067
25	DCB_se1_ag3_m_02	39.9067	(pause 2.58)	42.4885
26	DCB_se1_ag3_m_02	42.4885	or some just die from	44.0172
27	DCB_se1_ag3_m_02	44.0172	(pause 2.16)	46.1754
28	DCB_se1_ag3_m_02	46.1754	natural causes.	47.2359
29	DCB_se1_ag3_m_01	48.3844	Is that the norm?	49.4791
30	DCB_se1_ag3_m_02	50.5306	Yeah that's the normal.	51.5400
31	DCB_se1_ag3_m_02	51.5400	(pause 2.96)	54.4965
32	DCB_se1_ag3_m_02	54.4965	For DC.	55.2591
33	DCB_se1_ag3_m_02	55.2591	(pause 4.43)	59.6921
34	DCB_se1_ag3_m_02	59.6921	Especially Southeast.	61.0327
35	DCB_se1_ag3_m_01	65.4080	What's wrong with Southeast?	66.6520
36	DCB_se1_ag3_m_02	69.1669	Southeast is known f-	70.5636
37	DCB_se1_ag3_m_02	70.5636	(pause 0.70)	71.2639
38	DCB_se1_ag3_m_02	71.2639	for	72.0106
39	DCB_se1_ag3_m_02	72.0106	(pause 0.70)	72.7086
40	DCB_se1_ag3_m_02	72.7086	being-	73.5370
41	DCB_se1_ag3_m_02	73.5370	(pause 2.75)	76.2875
42	DCB_se1_ag3_m_02	76.2875	How would I put this?	77.4488
43	DCB_se1_ag3_m_02	77.4488	(pause 3.67)	81.1149
44	DCB_se1_ag3_m_02	81.1149	Overly	81.9189
45	DCB_se1_ag3_m_02	81.9189	(pause 0.51)	82.4315
46	DCB_se1_ag3_m_02	82.4315	violent.	83.2559
47	DCB_se1_ag3_m_02	83.2559	(pause 0.55)	83.8042
48	DCB_se1_ag3_m_02	83.8042	We're a lot of violence around here I would say.	86.1559
49	DCB_se1_ag3_m_02	86.1559	(pause 1.44)	87.5911
50	DCB_se1_ag3_m_02	87.5911	As far as shooting, killings and stuff going on like that.	90.7326
51	DCB_se1_ag3_m_02	90.7326	(pause 0.86)	91.5930
52	DCB_se1_ag3_m_02	91.5930	It's been like that for years but,	93.3710
53	DCB_se1_ag3_m_02	93.3710	(pause 0.48)	93.8513
54	DCB_se1_ag3_m_02	93.8513	you know.	94.3819
55	DCB_se1_ag3_m_02	94.3819	(pause 4.99)	99.3750
56	DCB_se1_ag3_m_02	99.3750	That's how it been in Southeast.	100.9737
57	DCB_se1_ag3_m_01	102.6445	Is it?	103.0365
58	DCB_se1_ag3_m_01	103.0365	(pause 1.59)	104.6267
59	DCB_se1_ag3_m_01	104.6267	How did that- does that	105.9953
60	DCB_se1_ag3_m_01	105.9953	(pause 0.14)	106.1394
61	DCB_se1_ag3_m_01	106.1394	like	106.4315
62	DCB_se1_ag3_m_01	106.4315	(pause 0.68)	107.1078
63	DCB_se1_ag3_m_01	107.1078	how does that translate like, what traits	109.1848
64	DCB_se1_ag3_m_01	109.1848	(pause 0.20)	109.3809
65	DCB_se1_ag3_m_01	109.3809	that you learned from growing up around your neighborhood	111.7192
66	DCB_se1_ag3_m_01	111.7192	(pause 0.68)	112.3955
67	DCB_se1_ag3_m_01	112.3955	and it's carried you over now,	114.2284
68	DCB_se1_ag3_m_01	114.2284	(pause 0.18)	114.4124
69	DCB_se1_ag3_m_01	114.4124	that you	114.9647
70	DCB_se1_ag3_m_01	114.9647	(pause 0.21)	115.1768
71	DCB_se1_ag3_m_01	115.1768	would never- that you would pass on to your kids or you'll p- you know what I mean?	118.8197
72	DCB_se1_ag3_m_02	123.4111	The memory I have	124.7057
73	DCB_se1_ag3_m_02	124.7057	(pause 0.44)	125.1439
74	DCB_se1_ag3_m_02	125.1439	/would to be/	126.2092
75	DCB_se1_ag3_m_02	126.2092	(pause 6.94)	133.1448
76	DCB_se1_ag3_m_02	133.1448	always keep your grass cut	134.7584
77	DCB_se1_ag3_m_02	134.7584	(pause 1.14)	135.9033
78	DCB_se1_ag3_m_02	135.9033	so you can see the snakes coming.	137.6601
79	DCB_se1_ag3_m_01	143.1762	Okay.	143.9256
80	DCB_se1_ag3_m_01	143.9256	(pause 1.59)	145.5133
81	DCB_se1_ag3_m_01	145.5133	Awesome.	146.0628
82	DCB_se1_ag3_m_01	146.0628	(pause 2.00)	148.0637
83	DCB_se1_ag3_m_01	148.0637	So,	148.5957
84	DCB_se1_ag3_m_01	148.5957	(pause 1.99)	150.5809
85	DCB_se1_ag3_m_01	150.5809	if you had to say something about to the kids like if it was a little kid,	153.7492
86	DCB_se1_ag3_m_01	153.7492	(pause 0.79)	154.5359
87	DCB_se1_ag3_m_01	154.5359	you know,	154.9760
88	DCB_se1_ag3_m_01	154.9760	(pause 0.61)	155.5884
89	DCB_se1_ag3_m_01	155.5884	listening right now, what would you-	157.0451
90	DCB_se1_ag3_m_01	157.0451	(pause 0.16)	157.2092
91	DCB_se1_ag3_m_01	157.2092	what advice would you	158.0052
92	DCB_se1_ag3_m_01	158.0052	(pause 0.63)	158.6351
93	DCB_se1_ag3_m_01	158.6351	give that child?	159.3137
94	DCB_se1_ag3_m_02	163.5734	S-	163.8747
95	DCB_se1_ag3_m_02	163.8747	(pause 1.04)	164.9192
96	DCB_se1_ag3_m_02	164.9192	stay in school,	166.1792
97	DCB_se1_ag3_m_02	166.1792	(pause 1.10)	167.2803
98	DCB_se1_ag3_m_02	167.2803	you know,	167.8045
99	DCB_se1_ag3_m_02	167.8045	(pause 0.39)	168.1967
100	DCB_se1_ag3_m_02	168.1967	stay hard at your work,	169.8015
101	DCB_se1_ag3_m_02	169.8015	(pause 1.29)	171.0913
102	DCB_se1_ag3_m_02	171.0913	and try to get the best education	173.0762
103	DCB_se1_ag3_m_02	173.0762	(pause 0.17)	173.2483
104	DCB_se1_ag3_m_02	173.2483	you can get.	174.0163
105	DCB_se1_ag3_m_01	176.8792	Speaking of education, how	178.6320
106	DCB_se1_ag3_m_01	178.6320	(pause 0.77)	179.4043
107	DCB_se1_ag3_m_01	179.4043	did you	180.1537
108	DCB_se1_ag3_m_01	180.1537	(pause 0.56)	180.7170
109	DCB_se1_ag3_m_01	180.7170	go to college?	181.6810
110	DCB_se1_ag3_m_01	181.6810	(pause 0.35)	182.0268
111	DCB_se1_ag3_m_01	182.0268	Did you-	182.5870
