Line	Spkr	StTime	Content	EnTime
1	ROC_int_01	0.2086	Um, <ts>	1.0974
2	ROC_int_01	1.0974	(pause 0.10)	1.1967
3	ROC_int_01	1.1967	so, I'll start off with asking you questions about like, um,	5.1292
4	ROC_int_01	5.1292	(pause 0.66)	5.7863
5	ROC_int_01	5.7863	where you grew up, and you were born here right?	7.8483
6	ROC_se0_ag3_f_01	7.9854	I was born and raised here, [yes.]	9.4899
7	ROC_int_01	9.3032	[Okay],	9.7145
8	ROC_se0_ag3_f_01	9.6164	[Rochester.]	10.2282
9	ROC_int_01	9.7931	[cool.]	10.0856
10	ROC_int_01	10.4260	Yeah, and what part of Rochester did you grow up?	13.0749
11	ROC_se0_ag3_f_01	13.5619	Um, basically the west side,	15.2210
12	ROC_se0_ag3_f_01	15.2210	(pause 0.15)	15.3711
13	ROC_se0_ag3_f_01	15.3711	but I've lived,	16.6235
14	ROC_se0_ag3_f_01	16.6235	(pause 0.12)	16.7441
15	ROC_se0_ag3_f_01	16.7441	um,	17.2880
16	ROC_se0_ag3_f_01	17.2880	(pause 0.22)	17.5102
17	ROC_se0_ag3_f_01	17.5102	three different places in my life	19.3241
18	ROC_se0_ag3_f_01	19.3241	(pause 0.16)	19.4848
19	ROC_se0_ag3_f_01	19.4848	growing up,	20.2568
20	ROC_int_01	20.5683	[Okay.]	20.8992
21	ROC_se0_ag3_f_01	20.8046	[you] know, so.	21.6509
22	ROC_se0_ag3_f_01	22.4734	Um, I lived on /RD-ADDRESS-2/ Avenue, then I lived on	25.1761
23	ROC_se0_ag3_f_01	25.1761	(pause 0.07)	25.2480
24	ROC_se0_ag3_f_01	25.2480	/RD-ADDRESS-3/ Avenue, and then	26.9228
25	ROC_se0_ag3_f_01	26.9228	(pause 0.32)	27.2443
26	ROC_se0_ag3_f_01	27.2443	in the fifth grade, I moved to /RD-ADDRESS-2/,	29.6742
27	ROC_se0_ag3_f_01	29.6742	(pause 0.31)	29.9815
28	ROC_se0_ag3_f_01	29.9815	and I've been there every-	31.0310
29	ROC_se0_ag3_f_01	31.0310	(pause 0.20)	31.2296
30	ROC_se0_ag3_f_01	31.2296	well, my mom has been there every since.	32.8897
31	ROC_int_01	33.0221	Mm-hm.	33.5138
32	ROC_int_01	33.5138	(pause 0.09)	33.6083
33	ROC_int_01	33.6083	So the west side is like your home.	35.3669
34	ROC_se0_ag3_f_01	35.3746	Yes, oh yeah.	36.2510
35	ROC_int_01	36.4495	[Yeah. <laugh>]	37.9131
36	ROC_se0_ag3_f_01	36.5299	[Yeah.]	36.9081
37	ROC_se0_ag3_f_01	36.9081	(pause 0.17)	37.0783
38	ROC_se0_ag3_f_01	37.0783	[Yeah.]	37.4990
39	ROC_se0_ag3_f_01	37.4990	(pause 0.16)	37.6550
40	ROC_se0_ag3_f_01	37.6550	[Yeah.]	38.1041
41	ROC_se0_ag3_f_01	38.5229	When I got married, I moved to /RD-ADDRESS-1/.	40.4896
42	ROC_int_01	40.7354	[Mm-hm.]	41.1637
43	ROC_se0_ag3_f_01	40.9698	[N-] you know,	41.5229
44	ROC_se0_ag3_f_01	42.0761	just for a short time, and then	44.2375
45	ROC_se0_ag3_f_01	44.2375	(pause 0.11)	44.3510
46	ROC_se0_ag3_f_01	44.3510	I bought the house	45.3739
47	ROC_se0_ag3_f_01	45.3739	(pause 0.55)	45.9270
48	ROC_se0_ag3_f_01	45.9270	on /RD-ADDRESS-3/, um, twenty-two years ago.	48.7218
49	ROC_int_01	48.8967	Mm-hm.	49.3978
50	ROC_int_01	49.3978	(pause 0.53)	49.9320
51	ROC_int_01	49.9320	[Yeah], and how would you describe I guess, /RD-ADDRESS-1/,	52.6575
52	ROC_se0_ag3_f_01	50.0360	[So-]	50.3008
53	ROC_int_01	52.7314	um, which is like a suburb, in comparison to	55.3241
54	ROC_int_01	55.3241	(pause 0.55)	55.8772
55	ROC_int_01	55.8772	like, uh, the west side of Rochester?	57.8589
56	ROC_se0_ag3_f_01	58.2040	I think the people	59.6506
57	ROC_se0_ag3_f_01	59.6506	(pause 0.78)	60.4259
58	ROC_se0_ag3_f_01	60.4259	where I live at now is friendlier	62.7763
59	ROC_se0_ag3_f_01	62.7763	(pause 0.38)	63.1545
60	ROC_se0_ag3_f_01	63.1545	than they were	64.1283
61	ROC_se0_ag3_f_01	64.1283	(pause 0.23)	64.3600
62	ROC_se0_ag3_f_01	64.3600	when I was in /RD-ADDRESS-1/	65.2677
63	ROC_se0_ag3_f_01	65.2677	(pause 0.29)	65.5560
64	ROC_se0_ag3_f_01	65.5560	cause, you know, the kids were small then. I only had the two	67.9292
65	ROC_se0_ag3_f_01	67.9292	(pause 0.39)	68.3224
66	ROC_se0_ag3_f_01	68.3224	when I was in /RD-ADDRESS-1/, but,	69.5327
67	ROC_se0_ag3_f_01	69.5327	(pause 0.81)	70.3411
68	ROC_se0_ag3_f_01	70.3411	uh, the people were not	72.0051
69	ROC_se0_ag3_f_01	72.0051	(pause 0.22)	72.2226
