Line	Spkr	StTime	Content	EnTime
1	DCB_int_01	0.2762	Do you feel like people in this area talk differently? Or have you heard them use words that you feel are only DC [words?]	5.8618
2	DCB_se3_ag3_m_02	5.7290	[Uh], yes. [I do.]	6.7542
3	DCB_int_01	6.4538	[Like what?]	6.8235
4	DCB_int_01	7.6350	You're very clear on that.	8.5533
5	DCB_se3_ag3_m_02	8.5475	Uh,	9.0760
6	DCB_se3_ag3_m_02	10.0757	getting called Mo.	10.8904
7	DCB_int_01	11.1009	Mo, [yup.]	11.9875
8	DCB_se3_ag3_m_02	11.7074	[Mo,]	12.0626
9	DCB_se3_ag3_m_02	12.1810	Bob.	12.6770
10	DCB_se3_ag3_m_02	12.6770	(pause 0.99)	13.6625
11	DCB_se3_ag3_m_02	13.6625	Um,	14.2545
12	DCB_se3_ag3_m_02	14.2545	(pause 0.24)	14.4970
13	DCB_se3_ag3_m_02	14.4970	we use- DC uses a lot of slang.	16.2679
14	DCB_int_01	16.6635	[Like what?]	17.0902
15	DCB_se3_ag3_m_02	16.8483	[And we] c-	17.1718
16	DCB_se3_ag3_m_02	17.6483	Um, young,	18.5117
17	DCB_se3_ag3_m_02	18.5117	(pause 1.74)	20.2502
18	DCB_se3_ag3_m_02	20.2502	um, say nah a lot.	21.7727
19	DCB_se3_ag3_m_02	21.7727	(pause 1.33)	23.1011
20	DCB_se3_ag3_m_02	23.1011	For real,	23.6064
21	DCB_se3_ag3_m_02	23.6064	(pause 0.19)	23.7970
22	DCB_se3_ag3_m_02	23.7970	whatever.	24.2984
23	DCB_se3_ag3_m_02	24.2984	(pause 0.94)	25.2381
24	DCB_se3_ag3_m_02	25.2381	Um,	25.7839
25	DCB_se3_ag3_m_02	25.7839	(pause 1.19)	26.9742
26	DCB_se3_ag3_m_02	26.9742	<laugh>	27.5720
27	DCB_se3_ag3_m_02	27.5720	(pause 0.98)	28.5481
28	DCB_se3_ag3_m_02	28.5481	slim.	29.1257
29	DCB_int_01	29.7610	What is slim?	30.2982
30	DCB_se3_ag3_m_02	30.5667	What's up, slim?	31.0241
31	DCB_int_01	31.3984	Mm.	31.8287
32	DCB_se3_ag3_m_02	32.5050	Homie,	32.9440
33	DCB_se3_ag3_m_02	32.9440	(pause 0.15)	33.0970
34	DCB_se3_ag3_m_02	33.0970	ace,	33.6140
35	DCB_se3_ag3_m_02	33.6140	(pause 1.48)	35.0925
36	DCB_se3_ag3_m_02	35.0925	uh,	35.6730
37	DCB_se3_ag3_m_02	35.6730	(pause 0.14)	35.8145
38	DCB_se3_ag3_m_02	35.8145	kill.	36.2839
39	DCB_int_01	36.8484	What is kill?	37.5097
40	DCB_se3_ag3_m_02	37.5391	Kill, Mo.	38.0012
41	DCB_int_01	39.8234	I don't-	40.1821
42	DCB_int_01	40.1821	(pause 0.27)	40.4472
43	DCB_int_01	40.4472	What is it	40.8861
44	DCB_int_01	40.8861	(pause 0.13)	41.0132
45	DCB_int_01	41.0132	like-	41.2372
46	DCB_se3_ag3_m_02	41.2875	Like, if you- uh, say like- Um, I use it like, um,	44.1326
47	DCB_se3_ag3_m_02	44.1326	(pause 2.35)	46.4805
48	DCB_se3_ag3_m_02	46.4805	if you just- you do something that I like.	48.2058
49	DCB_se3_ag3_m_02	48.2058	(pause 0.98)	49.1879
