Line	Spkr	StTime	Content	EnTime
1	DCB_int_01	0.3579	Okay, I'm- I know we	1.6215
2	DCB_int_01	1.6215	(pause 0.12)	1.7416
3	DCB_int_01	1.7416	been talking a long time, but I [have a couple-]	3.5508
4	DCB_se2_ag3_m_02	2.8234	[We good.]	3.2664
5	DCB_int_01	3.6767	a couple other things.	5.1036
6	DCB_int_01	5.1036	(pause 0.89)	5.9942
7	DCB_int_01	5.9942	Um,	6.5537
8	DCB_int_01	6.5537	(pause 0.41)	6.9676
9	DCB_int_01	6.9676	kind of go back to	8.1893
10	DCB_int_01	8.1893	(pause 0.12)	8.3058
11	DCB_int_01	8.3058	thinking about	8.9120
12	DCB_int_01	8.9120	(pause 0.68)	9.5881
13	DCB_int_01	9.5881	DC and your experience in DC and- and growing up.	13.0573
14	DCB_int_01	13.0573	(pause 1.24)	14.3012
15	DCB_int_01	14.3012	How do you see the city	15.6254
16	DCB_int_01	15.6254	(pause 0.21)	15.8306
17	DCB_int_01	15.8306	and how- how it's changed? How do you feel about the change?	19.1226
18	DCB_se2_ag3_m_02	19.5131	Mm.	19.9281
19	DCB_se2_ag3_m_02	19.9281	(pause 0.94)	20.8654
20	DCB_se2_ag3_m_02	20.8654	It's interesting.	21.7653
21	DCB_se2_ag3_m_02	21.7653	(pause 0.15)	21.9145
22	DCB_se2_ag3_m_02	21.9145	Um,	22.6513
23	DCB_se2_ag3_m_02	22.6513	(pause 0.52)	23.1688
24	DCB_se2_ag3_m_02	23.1688	l- I've used that word a lot,	24.6843
25	DCB_se2_ag3_m_02	24.6843	(pause 0.35)	25.0340
26	DCB_se2_ag3_m_02	25.0340	<ts> uh,	25.6775
27	DCB_se2_ag3_m_02	25.6775	(pause 0.15)	25.8255
28	DCB_se2_ag3_m_02	25.8255	during this	26.4504
29	DCB_se2_ag3_m_02	26.4504	(pause 0.49)	26.9446
30	DCB_se2_ag3_m_02	26.9446	interview	27.4109
31	DCB_se2_ag3_m_02	27.4109	(pause 0.23)	27.6441
32	DCB_se2_ag3_m_02	27.6441	m-	27.8259
33	DCB_se2_ag3_m_02	27.8259	(pause 0.15)	27.9751
34	DCB_se2_ag3_m_02	27.9751	session,	28.3995
35	DCB_se2_ag3_m_02	28.3995	(pause 0.58)	28.9823
36	DCB_se2_ag3_m_02	28.9823	but	29.2108
37	DCB_se2_ag3_m_02	29.2108	(pause 0.24)	29.4533
38	DCB_se2_ag3_m_02	29.4533	it's true.	30.0874
39	DCB_se2_ag3_m_02	30.0874	(pause 0.55)	30.6330
40	DCB_se2_ag3_m_02	30.6330	Um,	31.2298
41	DCB_se2_ag3_m_02	31.2298	(pause 1.65)	32.8840
42	DCB_se2_ag3_m_02	32.8840	I remember	33.8492
43	DCB_se2_ag3_m_02	33.8492	when they first shut down that neighborhood	36.4138
44	DCB_se2_ag3_m_02	36.4138	(pause 0.49)	36.9081
45	DCB_se2_ag3_m_02	36.9081	where-	37.4956
46	DCB_se2_ag3_m_02	37.4956	(pause 0.22)	37.7183
47	DCB_se2_ag3_m_02	37.7183	<ts> Um,	38.0820
48	DCB_se2_ag3_m_02	38.0820	(pause 1.66)	39.7373
49	DCB_se2_ag3_m_02	39.7373	there are a bunch of stories that I left out.	41.3600
50	DCB_se2_ag3_m_02	41.3600	(pause 0.12)	41.4766
51	DCB_se2_ag3_m_02	41.4766	Um, there was a time that I walked through this particular neighborhood,	44.7535
52	DCB_se2_ag3_m_02	44.7535	(pause 0.54)	45.2944
53	DCB_se2_ag3_m_02	45.2944	and, uh,	46.0358
54	DCB_se2_ag3_m_02	46.0358	(pause 0.48)	46.5114
55	DCB_se2_ag3_m_02	46.5114	I was carrying pizza with my family.	48.6423
56	DCB_se2_ag3_m_02	48.6423	(pause 0.47)	49.1075
57	DCB_se2_ag3_m_02	49.1075	Um,	49.8722
58	DCB_se2_ag3_m_02	49.8722	(pause 1.51)	51.3830
59	DCB_se2_ag3_m_02	51.3830	and-	52.2223
60	DCB_se2_ag3_m_02	52.2223	(pause 1.48)	53.7051
61	DCB_se2_ag3_m_02	53.7051	oh wait, I was carrying pizza for my family. I was walking by myself. I was maybe	57.0146
62	DCB_se2_ag3_m_02	57.0146	(pause 0.50)	57.5182
63	DCB_se2_ag3_m_02	57.5182	twelve.	58.1057
64	DCB_se2_ag3_m_02	58.1057	(pause 0.44)	58.5487
65	DCB_se2_ag3_m_02	58.5487	Um,	59.2061
66	DCB_se2_ag3_m_02	59.2061	(pause 0.28)	59.4906
67	DCB_se2_ag3_m_02	59.4906	and	59.9755
68	DCB_se2_ag3_m_02	59.9755	(pause 0.98)	60.9547
69	DCB_se2_ag3_m_02	60.9547	I was holding onto the pizzas,	62.2918
70	DCB_se2_ag3_m_02	62.2918	(pause 0.15)	62.4410
71	DCB_se2_ag3_m_02	62.4410	and two dudes walked by.	63.7000
72	DCB_se2_ag3_m_02	63.7000	(pause 0.55)	64.2503
73	DCB_se2_ag3_m_02	64.2503	And they like, faked like they were gonna try to snatch my pizza.	66.4651
74	DCB_se2_ag3_m_02	66.4651	(pause 0.37)	66.8335
75	DCB_se2_ag3_m_02	66.8335	But I had a tight grip!	67.5562
76	DCB_se2_ag3_m_02	67.5562	(pause 0.78)	68.3385
77	DCB_se2_ag3_m_02	68.3385	And then somebody across the street yelled, hey you better run,	71.0569
78	DCB_se2_ag3_m_02	71.0569	(pause 0.45)	71.5046
79	DCB_se2_ag3_m_02	71.5046	and then like,	72.2646
80	DCB_se2_ag3_m_02	72.2646	(pause 0.40)	72.6656
81	DCB_se2_ag3_m_02	72.6656	he- uh, I looked back, and they were starting to chase me.	75.1218
82	DCB_se2_ag3_m_02	75.1218	(pause 0.30)	75.4203
83	DCB_se2_ag3_m_02	75.4203	Um,	76.0031
84	DCB_se2_ag3_m_02	76.0031	(pause 0.31)	76.3155
85	DCB_se2_ag3_m_02	76.3155	and so I ran,	77.1362
86	DCB_se2_ag3_m_02	77.1362	(pause 0.48)	77.6118
87	DCB_se2_ag3_m_02	77.6118	<ts>	77.6818
88	DCB_se2_ag3_m_02	77.6818	(pause 0.07)	77.7470
89	DCB_se2_ag3_m_02	77.7470	um, and I was just like, I never wanna walk down this street again.	79.9748
90	DCB_se2_ag3_m_02	79.9748	(pause 0.30)	80.2732
91	DCB_se2_ag3_m_02	80.2732	Dang.	80.5436
92	DCB_se2_ag3_m_02	80.5436	(pause 0.28)	80.8234
93	DCB_se2_ag3_m_02	80.8234	Can't even carry food to my family. Blah blah blah blah.	82.8051
94	DCB_se2_ag3_m_02	82.8051	(pause 0.48)	83.2854
95	DCB_se2_ag3_m_02	83.2854	Um,	83.6305
96	DCB_se2_ag3_m_02	83.6305	(pause 0.12)	83.7517
97	DCB_se2_ag3_m_02	83.7517	and then	84.5071
98	DCB_se2_ag3_m_02	84.5071	(pause 0.19)	84.6983
99	DCB_se2_ag3_m_02	84.6983	like two years later,	85.6775
100	DCB_se2_ag3_m_02	85.6775	(pause 0.30)	85.9794
101	DCB_se2_ag3_m_02	85.9794	that whole neighborhood got shut down.	87.3596
102	DCB_se2_ag3_m_02	87.3596	(pause 0.67)	88.0264
103	DCB_se2_ag3_m_02	88.0264	And	88.5394
104	DCB_se2_ag3_m_02	88.5394	(pause 0.16)	88.6979
105	DCB_se2_ag3_m_02	88.6979	I thought to myself,	89.5186
106	DCB_se2_ag3_m_02	89.5186	(pause 0.12)	89.6351
107	DCB_se2_ag3_m_02	89.6351	Word.	89.9942
108	DCB_se2_ag3_m_02	89.9942	(pause 0.19)	90.1854
109	DCB_se2_ag3_m_02	90.1854	That's what's up.	90.7542
110	DCB_se2_ag3_m_02	90.7542	(pause 0.52)	91.2707
111	DCB_se2_ag3_m_02	91.2707	Like,	91.4945
112	DCB_se2_ag3_m_02	91.4945	(pause 0.52)	92.0167
113	DCB_se2_ag3_m_02	92.0167	shut all that shit down,	93.1405
114	DCB_se2_ag3_m_02	93.1405	(pause 0.19)	93.3317
115	DCB_se2_ag3_m_02	93.3317	I'll never have to deal with it anymore. /But you know./	95.3274
116	DCB_se2_ag3_m_02	95.3274	(pause 0.55)	95.8729
117	DCB_se2_ag3_m_02	95.8729	Um,	96.5724
118	DCB_se2_ag3_m_02	96.5724	(pause 1.44)	98.0121
119	DCB_se2_ag3_m_02	98.0121	but	98.2266
120	DCB_se2_ag3_m_02	98.2266	(pause 0.08)	98.3058
121	DCB_se2_ag3_m_02	98.3058	now,	99.1964
122	DCB_se2_ag3_m_02	99.1964	(pause 1.30)	100.4974
123	DCB_se2_ag3_m_02	100.4974	I can see that that was the beginning	102.5351
124	DCB_se2_ag3_m_02	102.5351	(pause 0.54)	103.0713
125	DCB_se2_ag3_m_02	103.0713	of like	103.8267
126	DCB_se2_ag3_m_02	103.8267	(pause 0.90)	104.7301
127	DCB_se2_ag3_m_02	104.7301	the redistribution	106.0637
128	DCB_se2_ag3_m_02	106.0637	(pause 0.11)	106.1710
129	DCB_se2_ag3_m_02	106.1710	of	106.8564
130	DCB_se2_ag3_m_02	106.8564	(pause 0.92)	107.7750
131	DCB_se2_ag3_m_02	107.7750	m-	107.8869
132	DCB_se2_ag3_m_02	107.8869	(pause 0.37)	108.2600
133	DCB_se2_ag3_m_02	108.2600	members of	108.8195
134	DCB_se2_ag3_m_02	108.8195	(pause 0.32)	109.1354
135	DCB_se2_ag3_m_02	109.1354	DC. Like- like DC's, uh,	111.2058
136	DCB_se2_ag3_m_02	111.2058	(pause 0.47)	111.6767
137	DCB_se2_ag3_m_02	111.6767	black community.	112.5533
138	DCB_se2_ag3_m_02	112.5533	(pause 0.73)	113.2808
139	DCB_se2_ag3_m_02	113.2808	Um,	113.9802
140	DCB_se2_ag3_m_02	113.9802	(pause 1.69)	115.6670
141	DCB_se2_ag3_m_02	115.6670	and while-	116.4364
142	DCB_se2_ag3_m_02	116.4364	(pause 1.01)	117.4482
143	DCB_se2_ag3_m_02	117.4482	Damn I got a piece for this too.	118.9870
144	DCB_se2_ag3_m_02	118.9870	(pause 0.55)	119.5419
145	DCB_se2_ag3_m_02	119.5419	Um,	120.0874
146	DCB_se2_ag3_m_02	120.0874	(pause 0.14)	120.2227
147	DCB_se2_ag3_m_02	120.2227	I got a piece that speaks directly to	122.0306
148	DCB_se2_ag3_m_02	122.0306	(pause 0.63)	122.6649
149	DCB_se2_ag3_m_02	122.6649	gentrification and	124.4834
150	DCB_se2_ag3_m_02	124.4834	(pause 0.21)	124.6979
151	DCB_se2_ag3_m_02	124.6979	what DC	125.5186
152	DCB_se2_ag3_m_02	125.5186	(pause 0.14)	125.6538
153	DCB_se2_ag3_m_02	125.6538	looks like.	126.1434
154	DCB_se2_ag3_m_02	126.1434	(pause 0.48)	126.6237
155	DCB_se2_ag3_m_02	126.6237	Um,	127.2905
