Line	Spkr	StTime	Content	EnTime
1	ROC_int_01	0.5174	The questions are pretty open ende-	2.5975
2	ROC_int_01	2.5975	(pause 0.28)	2.8790
3	ROC_int_01	2.8790	uh, feel free, you know, if you wanna go off on tangents, tell a story, [that's fine.]	7.0235
4	ROC_se0_ag2_f_04	6.4609	[Okay, okay.]	7.2031
5	ROC_int_01	7.4159	No right or wrong answers [here, just]	9.6199
6	ROC_se0_ag2_f_04	8.7796	[Okay, okay.]	9.6542
7	ROC_int_01	10.0093	your perspective.	10.8886
8	ROC_int_01	10.8886	(pause 0.31)	11.1987
9	ROC_int_01	11.1987	Um, if you see me	12.1726
10	ROC_int_01	12.1726	(pause 0.18)	12.3569
11	ROC_int_01	12.3569	peek down, you don't have to stop talking. It's just me making sure that,	15.4629
12	ROC_int_01	15.4629	(pause 0.41)	15.8750
13	ROC_int_01	15.8750	um,	16.3619
14	ROC_int_01	16.3619	(pause 0.54)	16.9009
15	ROC_int_01	16.9009	my-	17.6762
16	ROC_int_01	17.6762	(pause 0.36)	18.0355
17	ROC_int_01	18.0355	sorry,	18.3617
18	ROC_int_01	18.3617	(pause 0.18)	18.5380
19	ROC_int_01	18.5380	/the wrong thing out-/	19.2376
20	ROC_int_01	19.2376	(pause 0.46)	19.6995
21	ROC_int_01	19.6995	just making sure that my, um,	21.4061
22	ROC_int_01	21.4061	(pause 0.45)	21.8519
23	ROC_int_01	21.8519	recorder is [still]	22.7226
24	ROC_se0_ag2_f_04	22.6281	[Okay.]	22.8550
25	ROC_int_01	23.1041	going, the tape is still going. So,	24.7446
26	ROC_int_01	24.7446	(pause 0.31)	25.0519
27	ROC_int_01	25.0519	okay, great.	26.0068
28	ROC_int_01	26.0068	(pause 0.43)	26.4417
29	ROC_int_01	26.4417	Um, so I usually start off with questions about,	29.4303
30	ROC_int_01	29.4303	(pause 0.20)	29.6336
31	ROC_int_01	29.6336	um,	30.1944
32	ROC_int_01	30.1944	(pause 0.08)	30.2724
33	ROC_int_01	30.2724	where you grow up- grew up in Rochester [or what]	32.7585
34	ROC_se0_ag2_f_04	32.3377	[Okay.]	32.6072
35	ROC_int_01	32.9476	neighborhood were you born in.	34.1161
36	ROC_se0_ag2_f_04	34.3336	Okay.	34.6645
37	ROC_int_01	34.7401	So, um, yeah. Where'd you grow up?	36.4846
38	ROC_se0_ag2_f_04	36.6689	Oh, okay. I was like, [oh. <laugh>]	38.0777
39	ROC_int_01	37.2788	[<laugh>]	38.4323
40	ROC_se0_ag2_f_04	38.4748	I grew up in, um,	40.2154
41	ROC_se0_ag2_f_04	40.2154	(pause 0.20)	40.4187
42	ROC_se0_ag2_f_04	40.4187	well,	40.9765
43	ROC_se0_ag2_f_04	40.9765	(pause 0.33)	41.3074
44	ROC_se0_ag2_f_04	41.3074	it's northeast Rochester	42.6453
45	ROC_se0_ag2_f_04	42.6453	(pause 0.45)	43.0991
46	ROC_se0_ag2_f_04	43.0991	and the area actually has been, um,	45.5366
47	ROC_se0_ag2_f_04	45.5366	(pause 0.19)	45.7257
48	ROC_se0_ag2_f_04	45.7257	knocked down	46.4510
49	ROC_se0_ag2_f_04	46.4510	(pause 0.07)	46.5230
50	ROC_se0_ag2_f_04	46.5230	and,	47.0998
51	ROC_se0_ag2_f_04	47.0998	(pause 0.11)	47.2085
52	ROC_se0_ag2_f_04	47.2085	um, school has been put there.	48.5805
53	ROC_se0_ag2_f_04	48.5805	(pause 0.35)	48.9351
54	ROC_se0_ag2_f_04	48.9351	So right where, um,	51.8330
55	ROC_se0_ag2_f_04	51.8330	(pause 0.12)	51.9559
56	ROC_se0_ag2_f_04	51.9559	like /RD-ADDRESS-2/,	52.9543
57	ROC_se0_ag2_f_04	52.9543	(pause 0.31)	53.2663
58	ROC_se0_ag2_f_04	53.2663	/RD-ADDRESS-3/, that [area.]	55.0326
59	ROC_int_01	55.0184	[Mm-hm.]	55.5260
60	ROC_se0_ag2_f_04	56.1264	So yeah, we- /RD-SCHOOL-2/, uh, what is it, /RD-SCHOOL-4/?	59.0385
61	ROC_se0_ag2_f_04	59.0385	(pause 0.66)	59.7012
62	ROC_se0_ag2_f_04	59.7012	When I was eighteen, they tore all the houses down in that neighborhood and put /RD-SCHOOL-4/ there.	63.3366
63	ROC_int_01	63.5352	Oh, [wow.]	64.3719
64	ROC_se0_ag2_f_04	64.3058	[Right.]	65.0054
65	ROC_int_01	64.6320	[I-]	64.8163
66	ROC_int_01	65.1670	wow.	65.6539
67	ROC_int_01	65.6539	(pause 0.15)	65.8005
68	ROC_int_01	65.8005	[<laugh>]	66.4056
69	ROC_se0_ag2_f_04	65.9990	[<laugh> Right.] Razed the whole neighborhood.	68.4573
70	ROC_int_01	68.7315	That's crazy.	69.6203
71	ROC_int_01	69.6203	(pause 0.40)	70.0154
72	ROC_int_01	70.0154	A whole neighborhood. Okay, and what was y-	72.1578
73	ROC_int_01	72.1578	(pause 0.08)	72.2405
74	ROC_int_01	72.2405	uh, the neighborhood like when you were coming up?	74.5972
75	ROC_se0_ag2_f_04	75.0510	It was uh, a inner city working class neighborhood. All the neighbors on my street owned houses. The- the n- the woman who owned the corner store was our next door neighbor.	83.5221
76	ROC_se0_ag2_f_04	83.5221	(pause 0.40)	83.9239
77	ROC_se0_ag2_f_04	83.9239	My grandmother had lived there for	85.7921
78	ROC_se0_ag2_f_04	85.7921	(pause 0.33)	86.1264
79	ROC_se0_ag2_f_04	86.1264	decades. It was her first home in the city after moving	89.9045
80	ROC_se0_ag2_f_04	89.9045	(pause 0.38)	90.2827
81	ROC_se0_ag2_f_04	90.2827	from, um, /RD-ADDRESS-3/ Houses.	92.4100
82	ROC_se0_ag2_f_04	92.4100	(pause 0.47)	92.8824
83	ROC_se0_ag2_f_04	92.8824	And so, we had a very very close-knit neighborhood. There was like a	95.9045
84	ROC_se0_ag2_f_04	95.9045	(pause 0.25)	96.1503
85	ROC_se0_ag2_f_04	96.1503	/RD-ADDRESS-1/ Street area where	98.1158
86	ROC_se0_ag2_f_04	98.1158	(pause 0.16)	98.2718
87	ROC_se0_ag2_f_04	98.2718	I still have those same friends today.	100.1497
88	ROC_se0_ag2_f_04	100.1497	(pause 0.44)	100.5940
89	ROC_se0_ag2_f_04	100.5940	And it was one of those old school neighborhoods people talk about where	103.3388
90	ROC_se0_ag2_f_04	103.3388	(pause 0.08)	103.4179
91	ROC_se0_ag2_f_04	103.4179	d- every person on the street had the right to discipline you, and I wasn't	106.1413
92	ROC_se0_ag2_f_04	106.1413	(pause 0.08)	106.2205
93	ROC_se0_ag2_f_04	106.2205	a bad child, so	107.0945
94	ROC_se0_ag2_f_04	107.0945	(pause 0.35)	107.4443
95	ROC_se0_ag2_f_04	107.4443	they never had to discipline me. (laughing) What, like everybody, we all, you know, fictive kinship, so we're all cousins.	112.3672
96	ROC_se0_ag2_f_04	112.3672	(pause 0.54)	112.9117
97	ROC_se0_ag2_f_04	112.9117	And, um, it just- I've really a lot of fond memories about,	116.9726
98	ROC_se0_ag2_f_04	116.9726	(pause 0.41)	117.3839
99	ROC_se0_ag2_f_04	117.3839	you know, we had crime of course, and we had, you know, drug usage	120.6278
100	ROC_se0_ag2_f_04	120.6278	(pause 0.45)	121.0781
101	ROC_se0_ag2_f_04	121.0781	and, um-	122.3049
102	ROC_se0_ag2_f_04	122.3049	(pause 0.66)	122.9679
103	ROC_se0_ag2_f_04	122.9679	but everyone in the neighborhood really stuck together, and it was a- a code	126.9965
104	ROC_se0_ag2_f_04	126.9965	(pause 0.52)	127.5118
105	ROC_se0_ag2_f_04	127.5118	that	127.8581
106	ROC_se0_ag2_f_04	127.8581	(pause 0.11)	127.9692
107	ROC_se0_ag2_f_04	127.9692	people	128.4301
108	ROC_se0_ag2_f_04	128.4301	(pause 0.11)	128.5389
109	ROC_se0_ag2_f_04	128.5389	you know, in this particular area, so there was not like, oh it's somebody robbing a house in the neighborhood that they lived in,	133.6367
110	ROC_se0_ag2_f_04	133.6367	(pause 0.50)	134.1386
111	ROC_se0_ag2_f_04	134.1386	you know an outsider would maybe have come in, or maybe a relative who was on drugs	137.4526
112	ROC_se0_ag2_f_04	137.4526	(pause 0.35)	137.8071
113	ROC_se0_ag2_f_04	137.8071	may have taken something. But it was really, uh, a place where people	140.9848
114	ROC_se0_ag2_f_04	140.9848	(pause 0.26)	141.2449
115	ROC_se0_ag2_f_04	141.2449	know, worked at Rochester Products and Kodak and they owned,	144.2279
116	ROC_se0_ag2_f_04	144.2279	(pause 0.43)	144.6534
117	ROC_se0_ag2_f_04	144.6534	um, houses in- in this- in that area but they owned other houses in the city, and, um,	149.2777
118	ROC_se0_ag2_f_04	149.2777	(pause 0.18)	149.4573
119	ROC_se0_ag2_f_04	149.4573	yeah, so it was a really, really good neighborhood.	151.7360
120	ROC_int_01	152.2379	Yeah.	152.6681
121	ROC_int_01	152.6681	(pause 0.63)	153.3016
122	ROC_int_01	153.3016	Okay, cool.	154.3794
123	ROC_int_01	154.3794	(pause 0.40)	154.7766
124	ROC_int_01	154.7766	And what schools did you go to?	156.8661
125	ROC_se0_ag2_f_04	157.2754	Well, I didn't go to the neighborhood schools. I went to- my grandmother raised me, and she, uh,	161.7437
126	ROC_se0_ag2_f_04	161.7437	(pause 0.07)	161.8162
127	ROC_se0_ag2_f_04	161.8162	worked at /RD-WORK-3/ School and the /RD-WORK-1/ hel- High School for a while. So she put me in, uh, /RD-SCHOOL-2/ day care.	166.5752
128	ROC_se0_ag2_f_04	166.5752	(pause 0.53)	167.1055
129	ROC_se0_ag2_f_04	167.1055	And, um, so I went to, uh, /RD-SCHOOL-3/ School	171.0010
130	ROC_se0_ag2_f_04	171.0010	(pause 0.28)	171.2815
131	ROC_se0_ag2_f_04	171.2815	cause that was one of the three schools that they,	172.6731
132	ROC_se0_ag2_f_04	172.6731	(pause 0.18)	172.8504
133	ROC_se0_ag2_f_04	172.8504	uh, transport to, /RD-SCHOOL-3/, Forty-Six, and Twenty-Eight.	175.3341
134	ROC_se0_ag2_f_04	175.3341	(pause 0.50)	175.8313
135	ROC_se0_ag2_f_04	175.8313	And then I went to, when I got to fourth grade,	178.8711
136	ROC_se0_ag2_f_04	178.8711	(pause 0.50)	179.3675
137	ROC_se0_ag2_f_04	179.3675	they put me in the /RD-SCHOOL-5/ program, so then I went to /RD-SCHOOL-2/ School	182.2615
138	ROC_se0_ag2_f_04	182.2615	(pause 0.18)	182.4412
139	ROC_se0_ag2_f_04	182.4412	and- for elementary. So /RD-SCHOOL-3/ and /RD-SCHOOL-2/.	184.3700
140	ROC_se0_ag2_f_04	184.3700	(pause 0.35)	184.7151
141	ROC_se0_ag2_f_04	184.7151	And then for seven through twelfth I went to /RD-SCHOOL-2/.	186.4595
142	ROC_int_01	186.8897	Okay.	187.4248
143	ROC_int_01	187.4248	(pause 0.11)	187.5382
144	ROC_int_01	187.5382	And, uh,	188.5296
145	ROC_int_01	188.5296	(pause 0.30)	188.8322
146	ROC_int_01	188.8322	maybe we can zoom in on the high school experience. [How was] /RD-SCHOOL-2/ for you?	192.5622
147	ROC_se0_ag2_f_04	191.2229	[Okay.]	191.5515
148	ROC_se0_ag2_f_04	193.2977	Well, you know, the class of- of- of- of nineteen ninety was probably the best last graduat- no (laughing)	198.3002
149	ROC_int_01	198.5866	[<laugh>]	199.3761
150	ROC_se0_ag2_f_04	198.6528	[g-]	198.8703
151	ROC_se0_ag2_f_04	199.3871	graduating class a- you know, from /RD-SCHOOL-2/. But it was really,	202.4120
152	ROC_se0_ag2_f_04	202.4120	(pause 0.11)	202.5207
153	ROC_se0_ag2_f_04	202.5207	like I s- we all-	203.5802
