Line	Spkr	StTime	Content	EnTime
1	VLD_int_01	1.3433	What's your birthday?	2.0334
2	VLD_se0_ag4_m_02	2.5137	Ten, ten	3.4976
3	VLD_se0_ag4_m_02	3.4976	(pause 0.33)	3.8286
4	VLD_se0_ag4_m_02	3.8286	sixty-one.	4.5794
5	VLD_se0_ag4_m_02	4.5794	(pause 2.74)	7.3153
6	VLD_se0_ag4_m_02	7.3153	How many people you done did this?	8.5324
7	VLD_int_01	9.0686	<ts>	9.2738
8	VLD_int_01	9.2738	(pause 0.37)	9.6468
9	VLD_int_01	9.6468	Um. From Valdosta?	11.0503
10	VLD_int_01	11.0503	(pause 0.82)	11.8710
11	VLD_int_01	11.8710	Uh.	13.4552
12	VLD_se0_ag4_m_02	13.7630	Take too long?	14.5087
13	VLD_int_01	14.4773	About ten.	15.1289
14	VLD_se0_ag4_m_02	15.2967	Okay.	15.7670
15	VLD_int_01	15.8983	Yeah, so I've done a lot. Mm-hm.	17.3298
16	VLD_se0_ag4_m_02	17.3438	Alright.	17.8940
17	VLD_int_01	17.8940	So, I'm doing it in Valdosta and in DC.	19.6834
18	VLD_se0_ag4_m_02	20.3688	Wow.	20.7465
19	VLD_int_01	20.7465	Mm-hm.	21.1093
20	VLD_int_01	21.1093	(pause 0.13)	21.2361
21	VLD_int_01	21.2361	And how old are you Mr. /RD-NAME-1/?	22.7469
22	VLD_se0_ag4_m_02	22.8215	Fifty-seven.	23.7313
23	VLD_int_01	29.4487	What are you doing here- Okay. Okay.	31.3207
24	VLD_int_01	31.3207	(pause 0.35)	31.6704
25	VLD_int_01	31.6704	And where were you born?	32.5097
26	VLD_se0_ag4_m_02	33.8167	L- uh, Valdosta.	35.0043
27	VLD_int_01	35.0232	You were born in [Valdosta?]	35.8518
28	VLD_se0_ag4_m_02	35.7366	[Lowndes.]	36.3241
29	VLD_int_01	37.6950	In South Georgia.	38.3385
30	VLD_se0_ag4_m_02	39.0039	Nope.	39.3117
31	VLD_int_01	39.8339	Where?	40.0811
32	VLD_se0_ag4_m_02	40.9752	Hudson Docket.	41.6327
33	VLD_int_01	42.2248	Oh, you were born at home.	43.4559
34	VLD_se0_ag4_m_02	43.6330	Mm-hm.	43.9589
35	VLD_int_01	43.9455	Mm-hm.	44.4211
36	VLD_int_01	45.0552	Um, what neighborhood do you claim?	46.6080
37	VLD_se0_ag4_m_02	48.0051	South side.	48.7045
38	VLD_int_01	48.7045	You s- south side?	49.7677
39	VLD_int_01	49.7677	(pause 3.62)	53.3907
40	VLD_int_01	53.3907	How long have you lived in Valdosta?	54.6066
41	VLD_se0_ag4_m_02	56.0428	Off and on?	56.7422
42	VLD_int_01	57.6655	Mm-hm.	58.0105
43	VLD_se0_ag4_m_02	59.0084	Mm.	59.3581
44	VLD_se0_ag4_m_02	59.3581	(pause 4.53)	63.8840
45	VLD_se0_ag4_m_02	63.8840	It's hard to say, cause I've been	66.0014
46	VLD_se0_ag4_m_02	66.0014	(pause 0.27)	66.2718
47	VLD_se0_ag4_m_02	66.2718	traveling a lot.	66.9759
48	VLD_se0_ag4_m_02	66.9759	(pause 1.20)	68.1790
49	VLD_se0_ag4_m_02	68.1790	And shoot, I stay maybe sometime maybe five year, ten year	72.0946
50	VLD_se0_ag4_m_02	72.0946	(pause 0.86)	72.9573
51	VLD_se0_ag4_m_02	72.9573	leave, come back.	74.1183
52	VLD_se0_ag4_m_02	74.1183	(pause 0.44)	74.5613
53	VLD_se0_ag4_m_02	74.5613	Uh.	74.8822
54	VLD_se0_ag4_m_02	74.8822	(pause 0.94)	75.8260
55	VLD_se0_ag4_m_02	75.8260	So, I [wen-]	76.3286
56	VLD_int_01	75.9322	[But], most of your life have you been?	77.3115
57	VLD_se0_ag4_m_02	78.1217	Uh. Yeah.	78.6626
58	VLD_se0_ag4_m_02	78.6626	(pause 0.15)	78.8119
59	VLD_se0_ag4_m_02	78.8119	Most of my life.	79.4880
60	VLD_int_01	79.7258	So, where are some other places that you've lived?	81.5848
61	VLD_se0_ag4_m_02	81.9500	I lived in	82.8546
62	VLD_se0_ag4_m_02	82.8546	(pause 0.98)	83.8338
63	VLD_se0_ag4_m_02	83.8338	Maryl- Laurel, Maryland.	85.3761
64	VLD_int_01	85.6605	Oh, that's where I live right now.	87.1946
65	VLD_se0_ag4_m_02	87.4371	Mm-hm.	88.2904
66	VLD_se0_ag4_m_02	88.2904	(pause 0.91)	89.2043
67	VLD_se0_ag4_m_02	89.2043	I've lived in Orlando.	90.6300
68	VLD_int_01	93.3028	Mm-hm.	93.6572
69	VLD_se0_ag4_m_02	94.5151	I lived in Tampa.	95.7182
70	VLD_int_01	98.2805	Mm-hm.	98.6256
71	VLD_se0_ag4_m_02	98.9053	St. Petersburg.	100.0990
72	VLD_se0_ag4_m_02	100.0990	(pause 1.52)	101.6145
73	VLD_se0_ag4_m_02	101.6145	Hm.	101.8942
74	VLD_int_01	102.2160	Virginia or Florida?	103.2733
75	VLD_se0_ag4_m_02	104.8913	Florida.	105.3250
76	VLD_int_01	106.0990	Mm-hm.	106.4674
77	VLD_se0_ag4_m_02	107.2787	Virginia Beach, /Virgingia/.	108.6217
78	VLD_int_01	108.7336	Oh.	109.1113
79	VLD_se0_ag4_m_02	109.4179	[<laugh>]	110.5047
80	VLD_int_01	110.3038	[You] have moved around. Were you in the military?	112.2063
81	VLD_se0_ag4_m_02	112.4767	No.	112.8078
82	VLD_int_01	112.9850	No. You just moved around a lot?	114.3372
83	VLD_se0_ag4_m_02	114.6263	Yeah.	115.1159
84	VLD_int_01	116.3458	Virginia Beach. Uh-huh.	117.3385
85	VLD_se0_ag4_m_02	118.1876	W- And New York.	119.2368
86	VLD_int_01	119.5667	And New York. New York City?	120.6538
87	VLD_se0_ag4_m_02	121.5957	Uh-huh.	122.0200
88	VLD_int_01	122.9001	Look at [you.]	123.7395
89	VLD_se0_ag4_m_02	123.5809	[I was] in Brooklyn. It's somewhere- [uh-huh, yeah.]	126.1315
90	VLD_int_01	125.2275	[Uh, Brooklyn?]	125.7865
91	VLD_int_01	126.9289	Alright. Where'd you go to high school?	128.3313
92	VLD_se0_ag4_m_02	128.9048	/RD-SCHOOL-4/.	129.9885
93	VLD_int_01	130.9332	[Wildcat.]	131.8704
94	VLD_se0_ag4_m_02	131.0078	[Um.]	131.3855
95	VLD_se0_ag4_m_02	131.9450	Marching cat.	132.7097
96	VLD_int_01	133.5957	Oh, what'd you play?	134.5490
97	VLD_se0_ag4_m_02	134.6936	Trumpet	135.1506
98	VLD_se0_ag4_m_02	135.1506	(pause 0.39)	135.5422
99	VLD_se0_ag4_m_02	135.5422	and tuba.	136.1204
100	VLD_int_01	137.0577	[Oh.]	138.3837
101	VLD_se0_ag4_m_02	137.6965	[A- and-] and a- in the concert season, I played the French horn.	140.7818
102	VLD_int_01	141.6305	Okay. I'm'a ask you about that.	143.4583
103	VLD_int_01	143.4583	(pause 0.15)	143.6122
104	VLD_int_01	143.6122	Cause I was in the band. [What do you] do?	145.3503
105	VLD_se0_ag4_m_02	144.6322	[Okay.]	145.0799
106	VLD_int_01	145.9985	What's your occupation?	146.9077
107	VLD_se0_ag4_m_02	148.1807	Um.	148.9827
108	VLD_se0_ag4_m_02	148.9827	(pause 1.50)	150.4877
109	VLD_se0_ag4_m_02	150.4877	I'm disabled.	151.1918
110	VLD_int_01	152.3622	But you're also the little. You like to do the little.	154.6488
111	VLD_se0_ag4_m_02	155.0433	I like doing plumbing [though.]	156.2249
112	VLD_int_01	156.0057	[Mm-hm.]	156.6445
113	VLD_int_01	160.0147	That's your little,	160.7281
114	VLD_int_01	160.7281	(pause 0.54)	161.2643
115	VLD_int_01	161.2643	you like to do it as a hobby?	162.3788
116	VLD_se0_ag4_m_02	162.8917	Yeah.	163.1153
117	VLD_int_01	163.3391	Yeah.	163.5583
118	VLD_int_01	163.5583	(pause 1.04)	164.5934
119	VLD_int_01	164.5934	Um. Where was your father born?	166.3420
120	VLD_se0_ag4_m_02	167.4248	<ts>	167.4936
121	VLD_se0_ag4_m_02	167.4936	(pause 0.24)	167.7362
122	VLD_se0_ag4_m_02	167.7362	Here. Valdosta.	168.6688
123	VLD_int_01	168.6688	Valdosta.	169.1864
124	VLD_se0_ag4_m_02	169.3682	Mm-hm.	169.8066
125	VLD_int_01	169.8800	What about your mama?	170.6214
126	VLD_se0_ag4_m_02	171.4701	Hm?	171.6985
127	VLD_int_01	172.0343	Your mama was also born in Valdosta?	173.1813
128	VLD_se0_ag4_m_02	173.2653	Uh-huh.	173.6476
129	VLD_int_01	177.7685	What did your father do?	178.5752
130	VLD_se0_ag4_m_02	179.9740	Uh. He's disabled too now, but he used to mix paint.	182.9245
131	VLD_int_01	183.0784	Oh. He used to mix paint?	184.0249
132	VLD_int_01	184.0249	(pause 2.01)	186.0300
133	VLD_int_01	186.0300	And what did mom do?	186.7900
134	VLD_se0_ag4_m_02	187.6061	Housewife.	188.3090
135	VLD_int_01	200.4633	Oh, those wind-chimes are loud.	202.4730
136	VLD_int_01	202.4730	(pause 2.97)	205.4394
137	VLD_int_01	205.4394	<ts> Okay.	205.8964
138	VLD_int_01	205.8964	(pause 0.88)	206.7730
