Line	Spkr	StTime	Content	EnTime
1	DCB_int_01	0.6012	So we're gonna go ahead and start. I'm'a just ask you some few questions, and then I'm'a ask you	4.0518
2	DCB_int_01	4.0518	(pause 0.52)	4.5740
3	DCB_int_01	4.5740	some other questions.	5.3993
4	DCB_int_01	5.3993	(pause 0.56)	5.9636
5	DCB_int_01	5.9636	Um, first of all, can you just say your name and the date?	8.0374
6	DCB_se1_ag1_f_01	8.9467	/RD-NAME-3/ and today's date is the seventh.	12.4571
7	DCB_int_01	12.4671	It is the seventh of July.	13.8322
8	DCB_int_01	13.8322	(pause 0.35)	14.1773
9	DCB_int_01	14.1773	Um,	14.9047
10	DCB_int_01	14.9047	(pause 0.74)	15.6461
11	DCB_int_01	15.6461	when were you born?	16.3036
12	DCB_se1_ag1_f_01	17.0216	I was born on October tenth, nineteen ninety seven.	19.5291
13	DCB_int_01	19.9441	And	21.1285
14	DCB_int_01	21.1285	(pause 2.11)	23.2408
15	DCB_int_01	23.2408	where'd you grow up?	23.7631
16	DCB_se1_ag1_f_01	24.6245	I grew up	25.2167
17	DCB_se1_ag1_f_01	25.2167	(pause 0.28)	25.4965
18	DCB_se1_ag1_f_01	25.4965	in Kenilworth.	26.5083
19	DCB_int_01	26.5083	In Kenilworth?	27.1472
20	DCB_int_01	27.1472	(pause 0.25)	27.3943
21	DCB_int_01	27.3943	Alright.	27.7160
22	DCB_int_01	27.7160	(pause 0.57)	28.2849
23	DCB_int_01	28.2849	Um, and so you've lived in DC all your life?	31.2027
24	DCB_se1_ag1_f_01	31.3939	Yes.	32.1633
25	DCB_int_01	32.1913	Okay.	32.6342
26	DCB_int_01	32.6342	(pause 0.65)	33.2824
27	DCB_int_01	33.2824	Um, and now you are going to what school? Cause I always mess it up.	38.1353
28	DCB_se1_ag1_f_01	38.6529	/RD-SCHOOL-2/.	39.2451
29	DCB_int_01	39.2451	/RD-SCHOOL-2/, cause I always say Liberty, don't I? I don't know why I do that. And where is /RD-SCHOOL-2/?	42.4159
30	DCB_se1_ag1_f_01	42.8763	It's in Pennsylvania.	43.9162
31	DCB_int_01	43.9814	It's in Pennsylvania?	44.8954
32	DCB_int_01	44.8954	(pause 0.26)	45.1518
33	DCB_int_01	45.1518	And what do you wanna do?	45.9399
34	DCB_se1_ag1_f_01	46.6766	Well I wanna do two things. First I wanna	49.4359
35	DCB_se1_ag1_f_01	49.4359	(pause 0.69)	50.1260
36	DCB_se1_ag1_f_01	50.1260	be a athletic trainer,	52.0005
37	DCB_se1_ag1_f_01	52.0005	(pause 0.52)	52.5227
38	DCB_se1_ag1_f_01	52.5227	like phy- do physical therapy with the sports	55.1665
39	DCB_se1_ag1_f_01	55.1665	(pause 0.42)	55.5898
40	DCB_se1_ag1_f_01	55.5898	cause I like sports.	56.7421
41	DCB_se1_ag1_f_01	56.7421	(pause 0.10)	56.8394
42	DCB_se1_ag1_f_01	56.8394	And then I want to do	58.1870
43	DCB_se1_ag1_f_01	58.1870	(pause 0.31)	58.4947
44	DCB_se1_ag1_f_01	58.4947	like mass communications, radio broadcasting.	61.4732
45	DCB_int_01	61.7343	How'd you get interested in that?	62.9094
46	DCB_se1_ag1_f_01	63.8000	Cause I like to talk.	64.7699
47	DCB_int_01	65.1988	You didn't-	65.4693
48	DCB_int_01	65.4693	(pause 0.79)	66.2573
49	DCB_int_01	66.2573	Uh- and uh- that's why I always see you talking.	67.9208
50	DCB_se1_ag1_f_01	68.1866	[<laugh>]	68.6147
51	DCB_int_01	68.5598	[Um,]	69.1705
52	DCB_int_01	69.5762	and	70.5507
53	DCB_int_01	70.5507	(pause 0.78)	71.3294
54	DCB_int_01	71.3294	um, were your parents both born here?	72.8309
55	DCB_int_01	72.8309	(pause 0.20)	73.0302
56	DCB_int_01	73.0302	in DC?	73.4312
57	DCB_se1_ag1_f_01	73.5105	Yes.	74.0374
58	DCB_int_01	74.3685	Um, and then what's your mom do?	76.4341
59	DCB_se1_ag1_f_01	76.9750	My mom, she used to work	78.9195
60	DCB_se1_ag1_f_01	78.9195	(pause 0.40)	79.3240
61	DCB_se1_ag1_f_01	79.3240	at /RD-WORK-2/.	80.8907
62	DCB_int_01	81.0772	Mm-[hm.]	81.4969
63	DCB_se1_ag1_f_01	81.3430	[It's] like a maternity home	82.7605
64	DCB_se1_ag1_f_01	83.2734	where people that get abused and stuff go.	85.4918
65	DCB_se1_ag1_f_01	85.4918	(pause 0.71)	86.2053
66	DCB_se1_ag1_f_01	86.2053	And then now she work at /RD-WORK-3/ with- for like special needs children.	90.0522
67	DCB_int_01	90.6012	Really?	91.0628
68	DCB_int_01	91.0628	(pause 0.42)	91.4825
69	DCB_int_01	91.4825	I did not know that.	92.1959
70	DCB_int_01	92.1959	(pause 0.27)	92.4664
71	DCB_int_01	92.4664	My daughter has special needs.	93.9072
72	DCB_int_01	93.9072	(pause 0.32)	94.2290
73	DCB_int_01	94.2290	So what do they do there?	95.3201
74	DCB_se1_ag1_f_01	96.4380	Um, they do like different activities,	98.7928
