Line	Spkr	StTime	Content	EnTime
1	DCB_se1_ag3_m_01	0.7390	Talking about DC.	1.6265
2	DCB_se1_ag3_m_01	1.6265	(pause 0.31)	1.9368
3	DCB_se1_ag3_m_01	1.9368	What part of DC you from?	2.8210
4	DCB_se1_ag2_m_03	3.5150	Benning Road,	3.9888
5	DCB_se1_ag2_m_03	3.9888	(pause 0.47)	4.4626
6	DCB_se1_ag2_m_03	4.4626	of Southeast.	5.3026
7	DCB_se1_ag3_m_01	5.9249	Benning Road, Southeast? Tell me about Benning Road and Southeast.	8.3205
8	DCB_se1_ag2_m_03	9.0345	Man, you know, they- so a lot of people call it the hood,	11.3925
9	DCB_se1_ag2_m_03	11.3925	(pause 0.31)	11.7071
10	DCB_se1_ag2_m_03	11.7071	you know, the ghetto, but	13.2895
11	DCB_se1_ag2_m_03	13.2895	(pause 0.59)	13.8801
12	DCB_se1_ag2_m_03	13.8801	I call it home.	14.5474
13	DCB_se1_ag3_m_01	15.8020	You call it home.	16.4633
14	DCB_se1_ag2_m_03	16.5227	Call it home.	17.0600
15	DCB_se1_ag3_m_01	17.2767	What's home about it?	18.0275
16	DCB_se1_ag3_m_01	18.0275	(pause 0.25)	18.2810
17	DCB_se1_ag3_m_01	18.2810	<laugh>	18.3845
18	DCB_se1_ag2_m_03	18.7256	You know, it's like, [/we-/]	19.5590
19	DCB_se1_ag3_m_01	19.3529	[What's] so special about your neighborhood? What makes your [neighborhood] special and tight?	22.6361
20	DCB_se1_ag2_m_03	21.4483	[Cau-]	21.6552
21	DCB_se1_ag2_m_03	22.8697	cause it's not really a y- a, you know, a neighborhood, it's more so a community, you know.	26.3672
22	DCB_se1_ag2_m_03	26.3672	(pause 0.20)	26.5641
23	DCB_se1_ag2_m_03	26.5641	Uh, uh, you know,	27.6585
24	DCB_se1_ag2_m_03	27.6585	(pause 0.40)	28.0622
25	DCB_se1_ag2_m_03	28.0622	it's-	28.4115
26	DCB_se1_ag2_m_03	28.4115	(pause 1.00)	29.4069
27	DCB_se1_ag2_m_03	29.4069	/it was/ my people, we all people, we all, you know, family.	32.5941
28	DCB_se1_ag2_m_03	32.5941	(pause 0.82)	33.4183
29	DCB_se1_ag2_m_03	33.4183	And that's /what's it all-/ that's what it's about.	34.9683
30	DCB_se1_ag3_m_01	35.3501	You say all- you all people?	37.0126
31	DCB_se1_ag3_m_01	37.0126	(pause 0.67)	37.6858
32	DCB_se1_ag3_m_01	37.6858	I mean, tell me about your neighborhood like what- what would make me wanna go- like if I never been around your neighborhood, tell me what would make me wanna go around your neighborhood in DC.	44.3732
33	DCB_se1_ag2_m_03	45.0538	[I mean-]	45.4338
