Line	Spkr	StTime	Content	EnTime
1	ROC_se0_ag2_m_01	0.3040	So,	0.7754
2	ROC_se0_ag2_m_01	0.7754	(pause 0.99)	1.7652
3	ROC_se0_ag2_m_01	1.7652	in comparison, it's- it's, they've, those areas have worked very hard to create	6.0231
4	ROC_se0_ag2_m_01	6.0231	(pause 0.76)	6.7860
5	ROC_se0_ag2_m_01	6.7860	a mystique.	7.7932
6	ROC_se0_ag2_m_01	7.7932	(pause 0.09)	7.8818
7	ROC_se0_ag2_m_01	7.8818	Part of it is building into the	9.6991
8	ROC_se0_ag2_m_01	9.6991	(pause 1.13)	10.8276
9	ROC_se0_ag2_m_01	10.8276	the community relationship with the schools. So, the schools become a very,	15.0594
10	ROC_se0_ag2_m_01	15.0594	(pause 0.28)	15.3438
11	ROC_se0_ag2_m_01	15.3438	become almost a rallying point for the town.	17.1250
12	ROC_se0_ag2_m_01	17.1250	(pause 0.62)	17.7498
13	ROC_se0_ag2_m_01	17.7498	Um,	18.4761
14	ROC_se0_ag2_m_01	18.4761	(pause 0.13)	18.6034
15	ROC_se0_ag2_m_01	18.6034	it's a gathering place and they, they- the schools are are located in such a way that it's close to the town centers.	23.7965
16	ROC_se0_ag2_m_01	23.7965	(pause 0.43)	24.2243
17	ROC_se0_ag2_m_01	24.2243	So,	24.5960
18	ROC_se0_ag2_m_01	24.5960	(pause 0.08)	24.6752
19	ROC_se0_ag2_m_01	24.6752	people are constantly being brought in towards the town center.	27.1200
20	ROC_se0_ag2_m_01	27.1200	(pause 0.56)	27.6795
21	ROC_se0_ag2_m_01	27.6795	And then, everything is very controlled to look a certain way.	30.4086
22	ROC_se0_ag2_m_01	30.4086	(pause 0.48)	30.8889
23	ROC_se0_ag2_m_01	30.8889	Um.	31.4810
24	ROC_se0_ag2_m_01	31.4810	(pause 1.05)	32.5291
25	ROC_se0_ag2_m_01	32.5291	Pittsford Wegmans. My wife always jokes that	34.6595
26	ROC_se0_ag2_m_01	34.6595	(pause 0.51)	35.1718
27	ROC_se0_ag2_m_01	35.1718	you know, you can't just roll into Pitts Wegmans in your pajamas because you don't know who you will see.	40.8602
28	ROC_se0_ag2_m_01	40.8602	(pause 0.38)	41.2356
29	ROC_se0_ag2_m_01	41.2356	It could be a judge, it could be a lawyer, it could be a doctor, it could be your mom's best friend.	45.6001
30	ROC_se0_ag2_m_01	45.6001	(pause 0.32)	45.9218
31	ROC_se0_ag2_m_01	45.9218	And, so you have to	47.1528
32	ROC_se0_ag2_m_01	47.1528	(pause 0.52)	47.6739
33	ROC_se0_ag2_m_01	47.6739	um,	48.2894
34	ROC_se0_ag2_m_01	48.2894	(pause 0.65)	48.9422
35	ROC_se0_ag2_m_01	48.9422	be presentable when you go in	50.6302
36	ROC_se0_ag2_m_01	50.6302	(pause 0.50)	51.1291
37	ROC_se0_ag2_m_01	51.1291	because you don't know who you will come across.	53.2368
38	ROC_se0_ag2_m_01	53.2368	(pause 0.17)	53.4035
39	ROC_se0_ag2_m_01	53.4035	Um,	53.9910
40	ROC_se0_ag2_m_01	53.9910	(pause 0.42)	54.4107
41	ROC_se0_ag2_m_01	54.4107	in places like Henrietta, um,	56.5498
42	ROC_se0_ag2_m_01	56.5498	(pause 0.36)	56.9146
43	ROC_se0_ag2_m_01	56.9146	like Greece, um, more so towards the westside,	59.2497
44	ROC_se0_ag2_m_01	59.2497	(pause 0.53)	59.7765
45	ROC_se0_ag2_m_01	59.7765	um,	60.1868
46	ROC_se0_ag2_m_01	60.1868	(pause 0.47)	60.6531
47	ROC_se0_ag2_m_01	60.6531	some of that,	61.1521
48	ROC_se0_ag2_m_01	61.1521	(pause 1.98)	63.1291
49	ROC_se0_ag2_m_01	63.1291	<ts>	63.2550
50	ROC_se0_ag2_m_01	63.2550	(pause 0.79)	64.0477
51	ROC_se0_ag2_m_01	64.0477	I guess, uh, stuffy presentation.	66.1945
52	ROC_se0_ag2_m_01	66.1945	(pause 0.58)	66.7727
53	ROC_se0_ag2_m_01	66.7727	Hoity toity-ness if you will.	68.0271
54	ROC_int_01	68.2031	Mm-hm.	68.5668
55	ROC_se0_ag2_m_01	68.5668	Um.	69.0573
56	ROC_se0_ag2_m_01	70.6744	Isn't necessarily there.	72.1992
57	ROC_se0_ag2_m_01	72.1992	(pause 0.85)	73.0463
58	ROC_se0_ag2_m_01	73.0463	And it's more of um,	74.4845
59	ROC_se0_ag2_m_01	74.4845	(pause 0.19)	74.6784
60	ROC_se0_ag2_m_01	74.6784	a family feel. It's ne- less formal.	76.5062
61	ROC_se0_ag2_m_01	76.5062	(pause 0.66)	77.1651
62	ROC_se0_ag2_m_01	77.1651	So, if you	78.2024
63	ROC_se0_ag2_m_01	78.2024	(pause 0.22)	78.4215
64	ROC_se0_ag2_m_01	78.4215	show up in	79.5593
65	ROC_se0_ag2_m_01	79.5593	(pause 0.77)	80.3286
66	ROC_se0_ag2_m_01	80.3286	you know, your pajamas cause it's seven o'clock in the morning on a Sunday and you're just getting your breakfast	84.2978
67	ROC_se0_ag2_m_01	84.2978	(pause 0.36)	84.6565
68	ROC_se0_ag2_m_01	84.6565	at Wegmans. Nobody bats an eye.	86.1673
69	ROC_se0_ag2_m_01	86.1673	(pause 0.55)	86.7178
70	ROC_se0_ag2_m_01	86.7178	Pittsford, they look at you like you're a little bit crazy.	88.5923
