Line	Spkr	StTime	Content	EnTime
1	DCB_int_01	0.3518	And what's your birthday Miss /RD-NAME-1/?	2.0398
2	DCB_se2_ag4_f_03	2.0910	March twenty third, nineteen fifty.	4.0914
3	DCB_int_01	6.0592	Perfect.	6.6438
4	DCB_int_01	6.6438	(pause 1.16)	7.8019
5	DCB_int_01	7.8019	Pisces.	8.4268
6	DCB_se2_ag4_f_03	9.2474	Aries.	9.7114
7	DCB_int_01	9.7137	Aries. [You-]	10.3712
8	DCB_se2_ag4_f_03	10.1194	[Mm.]	10.3386
9	DCB_int_01	10.6556	[/After-/ The day-] Mm. [You the day-] Uh-huh.	12.9120
10	DCB_se2_ag4_f_03	10.6603	[On the cusp.]	11.2817
11	DCB_se2_ag4_f_03	11.2817	(pause 0.53)	11.8167
12	DCB_se2_ag4_f_03	11.8167	[Mm.]	12.3763
13	DCB_se2_ag4_f_03	13.2424	[<laugh>]	13.7693
14	DCB_int_01	13.4336	[And] um, where were you born?	15.3296
15	DCB_se2_ag4_f_03	15.7417	Winston Salem, North Carolina.	17.5086
16	DCB_int_01	19.1118	When did you move to DC?	20.1318
17	DCB_se2_ag4_f_03	20.6050	<ts>	20.7425
18	DCB_se2_ag4_f_03	20.7425	(pause 0.19)	20.9350
19	DCB_se2_ag4_f_03	20.9350	In nineteen fifty f- six- fifty five.	24.9405
20	DCB_se2_ag4_f_03	24.9405	(pause 0.49)	25.4289
21	DCB_se2_ag4_f_03	25.4289	Fifty five, yes, cause I was five.	27.4946
22	DCB_int_01	30.1711	And what neighborhood	31.1804
23	DCB_int_01	31.1804	(pause 0.19)	31.3683
24	DCB_int_01	31.3683	do you call home?	32.1963
25	DCB_int_01	32.1963	(pause 1.33)	33.5272
26	DCB_int_01	33.5272	Like as your childhood home, as you were growing up.	35.6722
27	DCB_se2_ag4_f_03	36.5488	Lincoln Park.	37.5500
28	DCB_int_01	37.5595	Lincoln Park. [Where is Lincoln] Park?	39.0563
29	DCB_se2_ag4_f_03	38.3055	[Mm-hm.]	38.8882
30	DCB_se2_ag4_f_03	39.2474	It's in um, Northeast,	40.7302
31	DCB_se2_ag4_f_03	40.7302	(pause 0.26)	40.9867
32	DCB_se2_ag4_f_03	40.9867	on the Northeast side of Lincoln Park.	42.7213
33	DCB_se2_ag4_f_03	42.7213	(pause 1.23)	43.9465
34	DCB_se2_ag4_f_03	43.9465	That's my-	44.5340
35	DCB_se2_ag4_f_03	44.5340	(pause 0.45)	44.9817
36	DCB_se2_ag4_f_03	44.9817	the longest time, but we moved around a lot, and we were there the longest.	48.3389
37	DCB_int_01	48.5534	In the [Lincoln Park-] Okay.	49.5548
38	DCB_se2_ag4_f_03	48.8554	[Mm-hm.]	49.3474
39	DCB_se2_ag4_f_03	49.6201	Mm-hm.	50.0211
40	DCB_int_01	50.1470	And then um,	51.6018
41	DCB_int_01	51.6018	(pause 0.83)	52.4318
42	DCB_int_01	52.4318	<ts>	52.5297
43	DCB_int_01	52.5297	(pause 0.07)	52.5997
44	DCB_int_01	52.5997	you've been here since you moved here- Since you were five, you-	54.7306
45	DCB_int_01	54.7306	(pause 0.19)	54.9171
46	DCB_int_01	54.9171	you've always lived here since then?	56.1703
47	DCB_se2_ag4_f_03	56.1796	Yes.	56.6273
48	DCB_int_01	56.6739	Okay.	57.0469
49	DCB_int_01	57.0469	(pause 0.16)	57.2101
50	DCB_int_01	57.2101	And have you lived in any other place, um-	60.0312
51	DCB_int_01	60.0312	(pause 0.61)	60.6374
52	DCB_int_01	60.6374	What other neighbor- or what other neighborhoods have you lived in?	62.9257
53	DCB_se2_ag4_f_03	63.3780	Um,	63.8256
54	DCB_se2_ag4_f_03	63.8256	(pause 0.41)	64.2360
55	DCB_se2_ag4_f_03	64.2360	you mean within DC?	65.5090
56	DCB_int_01	65.6302	Yes, ma'am.	66.0825
57	DCB_se2_ag4_f_03	66.1105	<ts>	66.1757
58	DCB_se2_ag4_f_03	66.1757	(pause 0.41)	66.5907
59	DCB_se2_ag4_f_03	66.5907	I've lived in every	67.6714
60	DCB_se2_ag4_f_03	67.6714	(pause 0.23)	67.9045
61	DCB_se2_ag4_f_03	67.9045	section of city,	68.9630
62	DCB_se2_ag4_f_03	68.9630	(pause 0.14)	69.1076
63	DCB_se2_ag4_f_03	69.1076	every-	69.4480
64	DCB_se2_ag4_f_03	69.4480	(pause 0.09)	69.5412
65	DCB_se2_ag4_f_03	69.5412	Northeast, Southeast, Southwest, Northwest,	72.2830
66	DCB_se2_ag4_f_03	72.2830	(pause 0.58)	72.8659
67	DCB_se2_ag4_f_03	72.8659	and um-	73.6201
68	DCB_int_01	73.6248	That's gonna be great. I wanna hear s- I'm gonna ask you some questions about [that.]	76.4691
69	DCB_se2_ag4_f_03	76.2220	[Okay.]	76.7722
70	DCB_se2_ag4_f_03	76.8841	Um- uh- after- Especially after my father passed in nineteen sixty,	80.7159
71	DCB_se2_ag4_f_03	80.7159	(pause 0.54)	81.2521
72	DCB_se2_ag4_f_03	81.2521	and we moved quite a bit. Um,	83.1406
73	DCB_se2_ag4_f_03	83.1406	(pause 1.21)	84.3483
74	DCB_se2_ag4_f_03	84.3483	then um,	85.4149
75	DCB_se2_ag4_f_03	85.4149	(pause 1.87)	87.2801
76	DCB_se2_ag4_f_03	87.2801	I lived in Northwest with my mom and it was-	89.4530
77	DCB_se2_ag4_f_03	89.4530	(pause 0.14)	89.5882
78	DCB_se2_ag4_f_03	89.5882	and my stepdad, and then after I graduated,	91.8299
79	DCB_se2_ag4_f_03	91.8299	(pause 1.13)	92.9583
80	DCB_se2_ag4_f_03	92.9583	then I moved to Maryland.	94.0970
81	DCB_int_01	94.2873	What school did you go to?	95.2572
82	DCB_se2_ag4_f_03	95.6722	I graduated from /RD-SCHOOL-3/ High [School, in] uh, s- nineteen sixty eight.	99.4421
83	DCB_int_01	97.3403	[Mm-hm.]	97.9931
84	DCB_se2_ag4_f_03	100.9960	Then I did two years at /RD-SCHOOL-2/ University,	103.5500
85	DCB_se2_ag4_f_03	103.5500	(pause 1.37)	104.9164
86	DCB_se2_ag4_f_03	104.9164	and	105.4946
87	DCB_se2_ag4_f_03	105.4946	(pause 0.60)	106.0961
88	DCB_se2_ag4_f_03	106.0961	that's it.	106.3852
89	DCB_int_01	107.8027	What'd you study while you were at /RD-SCHOOL-2/?	108.9964
90	DCB_se2_ag4_f_03	109.2098	<ts>	109.3450
91	DCB_se2_ag4_f_03	109.3450	(pause 0.14)	109.4895
92	DCB_se2_ag4_f_03	109.4895	I was a Voice major.	110.5900
93	DCB_int_01	110.9304	A Voice ma-	111.5117
94	DCB_se2_ag4_f_03	111.5692	[Mm-hm. <laugh>] Yup.	113.5882
95	DCB_int_01	111.8723	[Oh.]	113.1313
96	DCB_int_01	115.3030	So you still sing?	116.1190
97	DCB_se2_ag4_f_03	116.7439	I ha- I can't now. I've had surgery that	118.9634
98	DCB_se2_ag4_f_03	118.9634	(pause 0.22)	119.1825
99	DCB_se2_ag4_f_03	119.1825	t- messed up my voice, so I'm not able to sing now, but	121.8532
100	DCB_se2_ag4_f_03	121.8532	(pause 0.91)	122.7672
101	DCB_se2_ag4_f_03	122.7672	I did some singing back in my day. [<laugh> Yes, yes.]	127.0850
102	DCB_int_01	125.0287	[Really? Okay.]	126.7586
103	DCB_int_01	127.1678	So now I know you're retired, but what did you do	129.3780
104	DCB_int_01	129.3780	(pause 0.58)	129.9609
105	DCB_int_01	129.9609	before you were retired?	131.1033
106	DCB_se2_ag4_f_03	131.0706	<ts>	131.2012
107	DCB_se2_ag4_f_03	131.6022	I was administrative assistant in um, DC public schools,	134.9073
108	DCB_se2_ag4_f_03	134.9073	(pause 1.70)	136.6090
109	DCB_se2_ag4_f_03	136.6090	so.	137.0193
110	DCB_int_01	141.5459	And what about your parents? What- where was your father born?	144.6139
111	DCB_se2_ag4_f_03	144.6001	<ts>	144.7400
112	DCB_se2_ag4_f_03	145.0279	He was born in Pensacola, Florida.	146.9537
113	DCB_int_01	147.0096	Oh, I know [Pensacola.]	148.7069
114	DCB_se2_ag4_f_03	148.1987	[Mm-hm.]	148.8468
115	DCB_se2_ag4_f_03	149.0007	Mm-hm.	149.5136
116	DCB_int_01	150.4509	And what about [Mom?]	151.3242
117	DCB_se2_ag4_f_03	151.0792	[And] Mom was in the-	152.2076
118	DCB_se2_ag4_f_03	152.3895	from Waycross, Georgia.	153.7137
