Line	Spkr	StTime	Content	EnTime
1	DCB_int_01	0.5710	Talk about how people talk about in- uh, talk about	3.2497
2	DCB_int_01	3.2497	(pause 0.13)	3.3828
3	DCB_int_01	3.3828	how people talk in this area.	5.0556
4	DCB_se3_ag1_m_01	6.3000	It's like with a accent sometimes.	8.3641
5	DCB_se3_ag1_m_01	8.3641	(pause 0.25)	8.6121
6	DCB_se3_ag1_m_01	8.6121	[I] think	9.1695
7	DCB_int_01	8.6121	[Like-]	8.8813
8	DCB_se3_ag1_m_01	9.6070	like,	10.0204
9	DCB_se3_ag1_m_01	10.0204	(pause 0.70)	10.7210
10	DCB_se3_ag1_m_01	10.7210	in DC we create our own	12.2690
11	DCB_se3_ag1_m_01	12.2690	(pause 0.39)	12.6573
12	DCB_se3_ag1_m_01	12.6573	accent. We be like, dang, or-	14.9134
13	DCB_se3_ag1_m_01	14.9134	(pause 0.71)	15.6280
14	DCB_se3_ag1_m_01	15.6280	or-	15.9972
15	DCB_se3_ag1_m_01	15.9972	(pause 1.14)	17.1369
16	DCB_se3_ag1_m_01	17.1369	or with-	17.6624
17	DCB_se3_ag1_m_01	17.6624	(pause 0.20)	17.8586
18	DCB_se3_ag1_m_01	17.8586	or- um,	18.8313
19	DCB_se3_ag1_m_01	18.8313	(pause 3.15)	21.9853
20	DCB_se3_ag1_m_01	21.9853	I wanna say	22.7490
21	DCB_se3_ag1_m_01	22.7490	(pause 0.74)	23.4872
22	DCB_se3_ag1_m_01	23.4872	we create our own words.	24.9586
23	DCB_int_01	25.5541	Give me some words that y'all- you think DC people create.	28.6846
24	DCB_se3_ag1_m_01	28.7796	Like, stink.	29.6475
25	DCB_int_01	30.5102	What does that mean?	30.9376
26	DCB_se3_ag1_m_01	30.9236	That means like, boo.	31.8709
27	DCB_int_01	34.0834	Like,	34.4120
28	DCB_int_01	34.4120	(pause 0.51)	34.9197
29	DCB_int_01	34.9197	you my boo?	35.5573
30	DCB_se3_ag1_m_01	35.8866	Right, like boo like,	37.1127
31	DCB_se3_ag1_m_01	37.1127	(pause 0.38)	37.4911
32	DCB_se3_ag1_m_01	37.4911	like boo,	38.1427
33	DCB_int_01	38.2758	Oh like [boo.]	39.1166
34	DCB_se3_ag1_m_01	38.6822	[Like bae], bae.	39.6482
35	DCB_int_01	39.7331	Oh like bae, oh.	40.8471
36	DCB_se3_ag1_m_01	40.8847	Okay.	41.4592
37	DCB_se3_ag1_m_01	41.4592	(pause 0.13)	41.5853
38	DCB_se3_ag1_m_01	41.5853	I think	42.0968
39	DCB_se3_ag1_m_01	42.0968	(pause 0.26)	42.3560
40	DCB_se3_ag1_m_01	42.3560	we- we-	43.2529
41	DCB_se3_ag1_m_01	43.2529	(pause 0.24)	43.4911
42	DCB_se3_ag1_m_01	43.4911	I think we use the term real good, like bae,	45.8382
43	DCB_se3_ag1_m_01	45.8382	(pause 0.59)	46.4246
44	DCB_se3_ag1_m_01	46.4246	we came up with bae.	47.3005
45	DCB_se3_ag1_m_01	47.3005	(pause 1.58)	48.8815
46	DCB_se3_ag1_m_01	48.8815	I wanna say	49.8204
47	DCB_se3_ag1_m_01	49.8204	(pause 5.87)	55.6872
48	DCB_se3_ag1_m_01	55.6872	I have heard the term op,	57.4388
49	DCB_se3_ag1_m_01	57.4388	(pause 0.64)	58.0834
50	DCB_se3_ag1_m_01	58.0834	that means police.	59.0520
51	DCB_int_01	61.2458	[Hm.]	62.2287
52	DCB_se3_ag1_m_01	61.5751	[<laugh>]	62.1057
53	DCB_se3_ag1_m_01	63.0255	It's- it's so many other terms like, um-	65.3821
54	DCB_se3_ag1_m_01	65.3821	(pause 5.64)	71.0178
55	DCB_se3_ag1_m_01	71.0178	I'm not with it, I don't like the slang talk, I tell people that.	74.1357
56	DCB_se3_ag1_m_01	74.1357	(pause 0.78)	74.9204
57	DCB_se3_ag1_m_01	74.9204	Um,	75.3548
