Line	Spkr	StTime	Content	EnTime
1	VLD_se0_ag3_f_01	0.1512	Oh wait, /I had it-/ she was so proper, so you saying I'm not proper?	3.7044
2	VLD_se0_ag3_f_01	3.7044	(pause 0.46)	4.1613
3	VLD_se0_ag3_f_01	4.1613	<laugh>	5.7467
4	VLD_int_01	5.9565	That's what your doctor said?	6.8891
5	VLD_se0_ag3_f_01	6.9637	Yep.	7.3321
6	VLD_se0_ag3_f_01	7.3321	(pause 0.66)	7.9884
7	VLD_se0_ag3_f_01	7.9884	He- he is like that. I try to leave him from time to time.	10.8494
8	VLD_int_01	11.6814	But you still with him?	12.3762
9	VLD_int_01	12.3762	(pause 0.45)	12.8227
10	VLD_int_01	12.8227	[Cause you stayed.]	13.4848
11	VLD_se0_ag3_f_01	12.9299	[I'm so loyal.]	13.7832
12	VLD_int_01	14.2216	[You loyal.]	14.7485
13	VLD_se0_ag3_f_01	14.3381	[I'm so-]	14.7391
14	VLD_int_01	15.0469	So do you- stable and loyal, are those the same?	17.0519
15	VLD_se0_ag3_f_01	17.2105	No.	17.6861
16	VLD_se0_ag3_f_01	17.6861	(pause 0.55)	18.2316
17	VLD_se0_ag3_f_01	18.2316	But loyalty, I've learned from this principal-	20.5526
18	VLD_se0_ag3_f_01	20.5526	(pause 0.63)	21.1821
19	VLD_se0_ag3_f_01	21.1821	well she,	21.8256
20	VLD_se0_ag3_f_01	21.8256	(pause 0.22)	22.0494
21	VLD_se0_ag3_f_01	22.0494	mm. I won't go there.	23.2245
22	VLD_se0_ag3_f_01	23.2245	(pause 3.09)	26.3101
23	VLD_se0_ag3_f_01	26.3101	Like bleach,	27.2064
24	VLD_se0_ag3_f_01	27.2064	(pause 0.14)	27.3499
25	VLD_se0_ag3_f_01	27.3499	real bleach,	28.2406
26	VLD_se0_ag3_f_01	28.2406	(pause 1.13)	29.3690
27	VLD_se0_ag3_f_01	29.3690	with the blue,	29.8959
28	VLD_se0_ag3_f_01	29.8959	(pause 0.74)	30.6408
29	VLD_se0_ag3_f_01	30.6408	that you bought.	31.1911
30	VLD_se0_ag3_f_01	31.1911	(pause 0.16)	31.3543
31	VLD_se0_ag3_f_01	31.3543	Not the one that you buy, like	32.6086
32	VLD_int_01	32.8790	Clorox.	33.5598
33	VLD_se0_ag3_f_01	33.6904	Clorox, the real bleach.	35.1405
34	VLD_int_01	35.1405	Mm-hm.	35.4110
35	VLD_se0_ag3_f_01	35.8073	And you buy that,	36.5954
36	VLD_se0_ag3_f_01	36.5954	(pause 0.63)	37.2287
37	VLD_se0_ag3_f_01	37.2287	that's the real thing. You believe in that it kills right?	39.7653
38	VLD_se0_ag3_f_01	39.7653	(pause 1.01)	40.7780
39	VLD_se0_ag3_f_01	40.7780	The germs and all [that you- you-]	42.9536
40	VLD_int_01	41.8904	[Oh, okay. The germs.]	43.3359
41	VLD_se0_ag3_f_01	43.3499	w- <laugh>	45.1871
42	VLD_se0_ag3_f_01	45.1871	(pause 0.33)	45.5217
43	VLD_se0_ag3_f_01	45.5217	wait (laughing),	45.9180
44	VLD_se0_ag3_f_01	45.9180	(pause 0.29)	46.2074
45	VLD_se0_ag3_f_01	46.2074	/RD-NAME-2/ stop, the faces.	48.0256
46	VLD_se0_ag3_f_01	48.0256	(pause 0.55)	48.5805
47	VLD_se0_ag3_f_01	48.5805	But no. And so you become a loyal customer of the like, bleach is your-	52.3517
48	VLD_se0_ag3_f_01	52.3517	(pause 0.48)	52.8319
49	VLD_se0_ag3_f_01	52.8319	Clorox is your /bland-/ brand, when you say bleach	55.1587
50	VLD_se0_ag3_f_01	55.1587	(pause 0.37)	55.5271
51	VLD_se0_ag3_f_01	55.5271	you mean Clorox right? So you're not gonna go buy the little- other kind of stuff they have like for a dollar.	59.9332
52	VLD_se0_ag3_f_01	59.9332	(pause 0.40)	60.3334
53	VLD_se0_ag3_f_01	60.3334	Cause the Clorox whether it's for washing or cleaning, whatever	63.5601
54	VLD_se0_ag3_f_01	63.5601	(pause 0.34)	63.8994
55	VLD_se0_ag3_f_01	63.8994	it's going to do the job.	65.0185
56	VLD_se0_ag3_f_01	65.0185	(pause 0.81)	65.8251
57	VLD_se0_ag3_f_01	65.8251	I'm that way with-	66.8603
58	VLD_se0_ag3_f_01	66.8603	(pause 0.22)	67.0795
59	VLD_se0_ag3_f_01	67.0795	Your mother's that way even with her toilet tissue.	69.1218
60	VLD_se0_ag3_f_01	69.1218	(pause 0.33)	69.4517
61	VLD_se0_ag3_f_01	69.4517	Scotts well /I think-/ you switching now aren't you? Okay Scotts,	72.4266
62	VLD_se0_ag3_f_01	72.4266	(pause 0.39)	72.8183
63	VLD_se0_ag3_f_01	72.8183	that's her brand, that's been her brand.	74.4597
64	VLD_int_01	76.3470	Mm-hm.	76.6268
65	VLD_se0_ag3_f_01	76.6268	Loyalty.	77.3309
66	VLD_int_01	77.4195	Mm-hm.	77.7459
67	VLD_se0_ag3_f_01	77.8531	Even with people, like there are people who have	80.3291
68	VLD_se0_ag3_f_01	80.3291	(pause 2.24)	82.5661
69	VLD_se0_ag3_f_01	82.5661	made it possible	83.7738
70	VLD_se0_ag3_f_01	83.7738	(pause 0.56)	84.3381
71	VLD_se0_ag3_f_01	84.3381	for you. They might not do what you do. They might not be as smart as you are,	88.1651
72	VLD_se0_ag3_f_01	88.1651	(pause 0.39)	88.5522
73	VLD_se0_ag3_f_01	88.5522	but if they didn't do the things that you might consider as little or beneath you,	92.0866
74	VLD_se0_ag3_f_01	92.0866	(pause 0.29)	92.3804
75	VLD_se0_ag3_f_01	92.3804	then you couldn't do what you do. But so you are very	94.8552
76	VLD_se0_ag3_f_01	94.8552	(pause 0.83)	95.6806
77	VLD_se0_ag3_f_01	95.6806	loyal. Like that's- li- I know you and your mom- mom	98.0493
78	VLD_se0_ag3_f_01	98.0493	(pause 1.03)	99.0798
79	VLD_se0_ag3_f_01	99.0798	gonna be there, whatever, loyalty.	101.1257
80	VLD_se0_ag3_f_01	101.1257	(pause 0.14)	101.2622
81	VLD_se0_ag3_f_01	101.2622	<ts>	101.3389
82	VLD_se0_ag3_f_01	101.3389	(pause 0.14)	101.4754
83	VLD_se0_ag3_f_01	101.4754	I can't [explain it.]	102.3940
84	VLD_int_01	102.0563	[Mm-hm.]	102.4779
85	VLD_se0_ag3_f_01	102.9582	So like,	103.5038
86	VLD_se0_ag3_f_01	103.5038	(pause 0.18)	103.6856
87	VLD_se0_ag3_f_01	103.6856	my-	104.0214
88	VLD_se0_ag3_f_01	104.0214	(pause 0.25)	104.2685
89	VLD_se0_ag3_f_01	104.2685	me, I'm saying, like where I work at, my boss, like I should be loyal.	107.9930
90	VLD_se0_ag3_f_01	107.9930	(pause 1.17)	109.1634
91	VLD_se0_ag3_f_01	109.1634	But being loyal now means	111.6021
92	VLD_se0_ag3_f_01	111.6021	(pause 0.27)	111.8714
93	VLD_se0_ag3_f_01	111.8714	to some people, that you are going to	114.0396
94	VLD_se0_ag3_f_01	114.0396	(pause 1.71)	115.7488
95	VLD_se0_ag3_f_01	115.7488	be dishonest,	116.8420
96	VLD_se0_ag3_f_01	116.8420	(pause 0.58)	117.4191
97	VLD_se0_ag3_f_01	117.4191	discredit yourself,	118.6221
98	VLD_se0_ag3_f_01	118.6221	(pause 0.39)	119.0091
99	VLD_se0_ag3_f_01	119.0091	to save,	119.6852
100	VLD_se0_ag3_f_01	119.6852	(pause 0.72)	120.4080
101	VLD_se0_ag3_f_01	120.4080	or to make the one that's in charge look like	122.7861
102	VLD_se0_ag3_f_01	122.7861	(pause 2.21)	124.9951
103	VLD_se0_ag3_f_01	124.9951	/how could I say/,	125.6946
104	VLD_se0_ag3_f_01	125.6946	(pause 0.32)	126.0116
105	VLD_se0_ag3_f_01	126.0116	hot cheddar.	126.6784
106	VLD_se0_ag3_f_01	126.6784	(pause 0.38)	127.0561
107	VLD_se0_ag3_f_01	127.0561	Hot cheese so to speak.	128.4550
108	VLD_se0_ag3_f_01	128.4550	(pause 0.26)	128.7115
109	VLD_se0_ag3_f_01	128.7115	Does that make [sense?]	129.5694
110	VLD_int_01	129.2384	[Mm-hm.]	129.5372
111	VLD_se0_ag3_f_01	130.0439	And so loyalty now, like, the last two years, I never thought of it this way.	133.7043
112	VLD_se0_ag3_f_01	133.7043	(pause 0.48)	134.1846
113	VLD_se0_ag3_f_01	134.1846	But it's like a dirty word.	135.5741
114	VLD_se0_ag3_f_01	135.5741	(pause 0.41)	135.9833
115	VLD_se0_ag3_f_01	135.9833	And that's so sad to me because I am loyal.	138.3520
116	VLD_se0_ag3_f_01	138.3520	(pause 0.65)	139.0048
117	VLD_se0_ag3_f_01	139.0048	I am	139.6157
118	VLD_se0_ag3_f_01	139.6157	(pause 0.33)	139.9468
119	VLD_se0_ag3_f_01	139.9468	stable.	140.6602
120	VLD_se0_ag3_f_01	140.6602	(pause 1.71)	142.3750
121	VLD_se0_ag3_f_01	142.3750	Very much so. It's hard for me to get out of my-	144.5665
122	VLD_se0_ag3_f_01	144.5665	(pause 0.28)	144.8416
123	VLD_se0_ag3_f_01	144.8416	I've gotta find another place to live, because of my situation with my feet and all, but	149.0651
124	VLD_se0_ag3_f_01	149.0651	(pause 0.78)	149.8438
125	VLD_se0_ag3_f_01	149.8438	I'm just,	150.3987
126	VLD_se0_ag3_f_01	150.3987	(pause 0.20)	150.5992
127	VLD_se0_ag3_f_01	150.5992	consistent, stable, loyal, that's me.	153.4622
128	VLD_se0_ag3_f_01	153.4622	(pause 2.10)	155.5593
129	VLD_se0_ag3_f_01	155.5593	[/And so-/]	156.0303
130	VLD_int_01	155.5780	[We're very similar.]	156.3987
131	VLD_se0_ag3_f_01	156.6132	But sometimes, though, you might have to-	158.3011
132	VLD_se0_ag3_f_01	158.3011	(pause 0.33)	158.6283
133	VLD_se0_ag3_f_01	158.6283	I don't know, to save yourself.	160.0253
134	VLD_int_01	160.1232	Mm.	160.6687
135	VLD_int_01	160.6687	(pause 0.82)	161.4847
136	VLD_int_01	161.4847	Cut those [ties.]	162.5619
137	VLD_se0_ag3_f_01	162.3334	[We] do. And it's sa- Well I don't know about cut the ties. I [think you should always]	166.1745
138	VLD_int_01	165.2384	[Mm.]	165.7047
139	VLD_se0_ag3_f_01	166.7667	be able to- wherever home was, to go back home.	169.6577
140	VLD_se0_ag3_f_01	169.6577	(pause 0.51)	170.1706
141	VLD_se0_ag3_f_01	170.1706	And I'll never forget. And this was recently,	171.9963
142	VLD_se0_ag3_f_01	171.9963	(pause 0.13)	172.1231
143	VLD_se0_ag3_f_01	172.1231	when I got my dri- oh it was last year at August.	174.1842
144	VLD_se0_ag3_f_01	174.1842	(pause 0.43)	174.6132
145	VLD_se0_ag3_f_01	174.6132	Renewing my driver's license.	176.2405
146	VLD_se0_ag3_f_01	176.2405	(pause 0.53)	176.7674
