Line	Spkr	StTime	Content	EnTime
1	DCB_se1_ag3_m_01	0.5839	Okay, um,	1.4813
2	DCB_se1_ag3_m_01	1.4813	(pause 0.20)	1.6796
3	DCB_se1_ag3_m_01	1.6796	please state your name and age, please.	3.3988
4	DCB_se1_ag3_f_02	3.8380	/RD-NAME-4/	4.7023
5	DCB_se1_ag3_f_02	4.7023	(pause 0.31)	5.0132
6	DCB_se1_ag3_f_02	5.0132	Thirty-eight.	5.6555
7	DCB_se1_ag3_m_01	6.4867	<ts>	6.6107
8	DCB_se1_ag3_m_01	6.6107	(pause 0.10)	6.7134
9	DCB_se1_ag3_m_01	6.7134	Um,	7.3699
10	DCB_se1_ag3_m_01	7.3699	(pause 1.22)	8.5884
11	DCB_se1_ag3_m_01	8.5884	what part of DC did you grow up in?	9.9927
12	DCB_se1_ag3_f_02	11.5913	Southeast DC.	12.7860
13	DCB_se1_ag3_m_01	14.3007	Tell me about it.	14.9324
14	DCB_se1_ag3_m_01	14.9324	(pause 1.05)	15.9814
15	DCB_se1_ag3_m_01	15.9814	Tell me about Southeast DC.	17.1539
16	DCB_se1_ag3_f_02	18.6918	Um-	19.1672
17	DCB_se1_ag3_f_02	19.1672	(pause 0.50)	19.6642
18	DCB_se1_ag3_f_02	19.6642	mm,	20.5802
19	DCB_se1_ag3_f_02	20.5802	(pause 0.81)	21.3923
20	DCB_se1_ag3_f_02	21.3923	<ts> I lived at twenty-four eighteen Elvans Road Southeast.	25.3649
21	DCB_se1_ag3_f_02	25.3649	(pause 1.08)	26.4483
22	DCB_se1_ag3_f_02	26.4483	Which was called Stanton Oaks, down the street from Wellington Park	30.4778
23	DCB_se1_ag3_f_02	30.4778	(pause 0.80)	31.2737
24	DCB_se1_ag3_f_02	31.2737	/Jaffey/ Terrace.	32.3290
25	DCB_se1_ag3_f_02	32.3290	(pause 0.56)	32.8938
26	DCB_se1_ag3_f_02	32.8938	<ts>	33.1567
27	DCB_se1_ag3_f_02	33.1567	(pause 0.65)	33.8086
28	DCB_se1_ag3_f_02	33.8086	It was	34.7594
29	DCB_se1_ag3_f_02	34.7594	(pause 1.17)	35.9263
30	DCB_se1_ag3_f_02	35.9263	hard growing up there.	37.0962
31	DCB_se1_ag3_f_02	37.0962	(pause 0.72)	37.8134
32	DCB_se1_ag3_f_02	37.8134	You had to watch your back.	38.8574
33	DCB_se1_ag3_f_02	38.8574	(pause 1.85)	40.7025
34	DCB_se1_ag3_f_02	40.7025	And that's it.	41.4132
35	DCB_se1_ag3_m_01	43.7093	Hm.	44.1047
36	DCB_se1_ag3_m_01	44.1047	(pause 0.33)	44.4328
37	DCB_se1_ag3_m_01	44.4328	Okay.	44.8656
38	DCB_se1_ag3_m_01	44.8656	(pause 1.84)	46.7091
39	DCB_se1_ag3_m_01	46.7091	What high school- I mean what middle school	48.2872
40	DCB_se1_ag3_m_01	48.2872	(pause 0.41)	48.6937
41	DCB_se1_ag3_m_01	48.6937	I mean	49.0851
42	DCB_se1_ag3_m_01	49.0851	(pause 0.16)	49.2432
43	DCB_se1_ag3_m_01	49.2432	<ts>	49.3499
44	DCB_se1_ag3_f_02	49.5081	[/Um/]	49.9548
45	DCB_se1_ag3_m_01	49.5081	[What elementary] school did you go to?	50.9826
46	DCB_se1_ag3_f_02	51.5954	Uh, I went to /RD-SCHOOL-3/	53.7536
47	DCB_se1_ag3_f_02	53.7536	(pause 0.47)	54.2276
48	DCB_se1_ag3_f_02	54.2276	/RD-SCHOOL-2/ then I went to /RD-SCHOOL-2/	56.3939
49	DCB_se1_ag3_f_02	56.3939	(pause 0.41)	56.8083
50	DCB_se1_ag3_f_02	56.8083	Junior High School.	57.8208
51	DCB_se1_ag3_m_01	60.3070	Tell me about	61.0483
52	DCB_se1_ag3_m_01	61.0483	(pause 0.52)	61.5674
53	DCB_se1_ag3_m_01	61.5674	your favorite teachers.	62.5887
54	DCB_se1_ag3_f_02	64.1251	Mm I had no favorite teachers I just did what I had to do to get out of [there.]	67.3542
55	DCB_se1_ag3_m_01	67.2831	<laugh>	68.5323
56	DCB_se1_ag3_m_01	69.5357	Alright.	70.0304
57	DCB_se1_ag3_m_01	70.0304	(pause 0.17)	70.1981
58	DCB_se1_ag3_m_01	70.1981	Alright I know that's right.	71.3732
59	DCB_se1_ag3_m_01	71.3732	(pause 1.16)	72.5323
60	DCB_se1_ag3_m_01	72.5323	So,	73.0365
61	DCB_se1_ag3_m_01	73.0365	(pause 1.13)	74.1643
62	DCB_se1_ag3_m_01	74.1643	Like tell me about your neighborhood like was it-	76.2200
63	DCB_se1_ag3_m_01	76.2200	(pause 0.13)	76.3544
64	DCB_se1_ag3_m_01	76.3544	was y'all connected like were you	78.0586
65	DCB_se1_ag3_m_01	78.0586	(pause 0.90)	78.9628
66	DCB_se1_ag3_m_01	78.9628	like-	79.2246
67	DCB_se1_ag3_m_01	79.2246	(pause 0.45)	79.6768
68	DCB_se1_ag3_m_01	79.6768	how would you describe your neighborhood?	81.1415
69	DCB_se1_ag3_f_02	82.8403	Um,	83.6469
70	DCB_se1_ag3_f_02	83.6469	(pause 0.44)	84.0856
71	DCB_se1_ag3_f_02	84.0856	Stanton Oaks	85.0162
72	DCB_se1_ag3_f_02	85.0162	(pause 1.34)	86.3547
73	DCB_se1_ag3_f_02	86.3547	was ghetto.	87.3075
74	DCB_se1_ag3_f_02	87.3075	(pause 1.23)	88.5421
75	DCB_se1_ag3_f_02	88.5421	Um,	89.1648
76	DCB_se1_ag3_f_02	89.1648	(pause 2.17)	91.3351
77	DCB_se1_ag3_f_02	91.3351	the kids was bad,	92.5837
78	DCB_se1_ag3_f_02	92.5837	(pause 0.58)	93.1608
79	DCB_se1_ag3_f_02	93.1608	there was always shooting,	94.4812
80	DCB_se1_ag3_f_02	94.4812	(pause 0.36)	94.8370
81	DCB_se1_ag3_f_02	94.8370	fighting.	95.4537
82	DCB_se1_ag3_f_02	95.4537	(pause 1.61)	97.0605
83	DCB_se1_ag3_f_02	97.0605	Um, robbing.	98.2163
84	DCB_se1_ag3_f_02	98.2163	(pause 1.81)	100.0230
85	DCB_se1_ag3_f_02	100.0230	Basically it,	100.6746
86	DCB_se1_ag3_f_02	100.6746	(pause 0.13)	100.8011
87	DCB_se1_ag3_f_02	100.8011	that's it.	101.2873
88	DCB_se1_ag3_m_01	102.1175	That's it?	102.5919
89	DCB_se1_ag3_f_02	102.8133	Mm-hm.	103.3667
90	DCB_se1_ag3_f_02	103.3667	(pause 0.94)	104.3069
91	DCB_se1_ag3_f_02	104.3069	The- the same thing that's what's going on down there now.	106.9056
92	DCB_se1_ag3_m_01	108.5211	Oh, ain't nothing [changed?]	109.6848
93	DCB_se1_ag3_f_02	109.5087	[No ain't] nothing change.	110.6749
94	DCB_se1_ag3_m_01	112.9283	Where were your parents born?	114.0056
95	DCB_se1_ag3_m_01	114.0056	(pause 1.69)	115.6909
96	DCB_se1_ag3_m_01	115.6909	Were they from DC?	116.5429
97	DCB_se1_ag3_f_02	117.2168	My father from Brooklyn,	118.7105
98	DCB_se1_ag3_f_02	118.7105	(pause 0.25)	118.9556
99	DCB_se1_ag3_f_02	118.9556	New York and my mom from Massachusetts Avenue, Southeast.	122.4416
100	DCB_se1_ag3_m_01	123.1414	You have any brothers and sisters?	124.4064
101	DCB_se1_ag3_f_02	124.9085	Yup.	125.3671
102	DCB_se1_ag3_f_02	125.3671	(pause 1.04)	126.4061
103	DCB_se1_ag3_f_02	126.4061	My mother had one boy and three girls.	128.6990
104	DCB_se1_ag3_m_01	129.4184	One boy and three [girls?]	130.4633
105	DCB_se1_ag3_f_02	130.3270	[Mm-hm.]	130.9318
106	DCB_se1_ag3_f_02	131.0636	And I have sisters	132.1060
107	DCB_se1_ag3_f_02	132.1060	(pause 0.17)	132.2762
108	DCB_se1_ag3_f_02	132.2762	and brothers from my father.	133.7584
109	DCB_se1_ag3_m_01	136.0862	Are y'all close?	136.9757
110	DCB_se1_ag3_f_02	139.1223	Uh, mm	140.5369
