Line	Spkr	StTime	Content	EnTime
1	VLD_int_01	0.5143	So tell me your name?	1.4050
2	VLD_se0_ag3_m_02	1.8887	/RD-NAME-5/	2.7794
3	VLD_int_01	7.9960	And your birthday?	8.6675
4	VLD_se0_ag3_m_02	9.2969	February eighteenth.	10.5513
5	VLD_se0_ag3_m_02	10.5513	(pause 0.31)	10.8590
6	VLD_se0_ag3_m_02	10.8590	nineteen eighty-two.	11.8149
7	VLD_int_01	14.2291	Stomach's growling. Where were you born?	15.9031
8	VLD_se0_ag3_m_02	16.2762	Valdosta.	16.9569
9	VLD_se0_ag3_m_02	16.9569	(pause 0.41)	17.3626
10	VLD_se0_ag3_m_02	17.3626	South Georgia Medical Center.	18.6671
11	VLD_int_01	20.6162	Have you lived anywhere else?	21.7353
12	VLD_se0_ag3_m_02	22.0710	No.	22.3274
13	VLD_int_01	24.3407	Um, what neighborhood have you lived in?	26.0286
14	VLD_se0_ag3_m_02	26.8260	I lived, uh, on the East Side of Valdosta.	29.6657
15	VLD_se0_ag3_m_02	29.6657	(pause 1.31)	30.9795
16	VLD_se0_ag3_m_02	30.9795	On, /RD-ADDRESS-3/.	32.3271
17	VLD_int_01	34.3321	Have you lived in any other neighborhoods?	35.7496
18	VLD_se0_ag3_m_02	35.9315	No.	36.2346
19	VLD_int_01	38.3737	Where'd you go to school?	39.0918
20	VLD_se0_ag3_m_02	40.6305	/RD-SCHOOL-5/	41.8242
21	VLD_int_01	42.9329	What about college?	43.7349
22	VLD_se0_ag3_m_02	44.5462	/RD-SCHOOL-9/.	46.2388
23	VLD_int_01	47.5911	And what's your current occupation?	48.8594
24	VLD_se0_ag3_m_02	49.2313	Hm.	49.4085
25	VLD_se0_ag3_m_02	49.4085	(pause 0.51)	49.9214
26	VLD_se0_ag3_m_02	49.9214	Educator.	50.6348
27	VLD_int_01	54.7148	Where was your dad born?	55.6241
28	VLD_se0_ag3_m_02	56.4390	He was born in Lakeland, Georgia.	58.0803
29	VLD_int_01	58.8917	And where is that?	59.4139
30	VLD_se0_ag3_m_02	60.4304	About twenty miles	61.8000
31	VLD_se0_ag3_m_02	61.8000	(pause 1.25)	63.0498
32	VLD_se0_ag3_m_02	63.0498	east of Valdosta.	64.1456
33	VLD_int_01	67.2313	And what about your mom?	68.0426
34	VLD_se0_ag3_m_02	68.4157	She was born in Valdosta as well.	70.9290
35	VLD_int_01	72.6169	I don't think I knew that.	73.2884
36	VLD_se0_ag3_m_02	74.0986	Yeah.	74.4390
37	VLD_int_01	75.0312	What does your- what does your dad do, or what did your dad do?	77.1108
38	VLD_se0_ag3_m_02	78.0434	My dad is, uh, retired from Valdosta State University. He's a full-time pastor.	83.3906
39	VLD_int_01	85.0401	What did he do at VSU?	85.8748
40	VLD_se0_ag3_m_02	86.7030	He, uh, started out working as a-	89.2647
41	VLD_se0_ag3_m_02	89.2647	(pause 0.15)	89.4139
42	VLD_se0_ag3_m_02	89.4139	a bus driver and a custodian,	91.4376
