Line	Spkr	StTime	Content	EnTime
1	DCB_se1_ag3_m_01	0.3707	What would you like to	1.2701
2	DCB_se1_ag3_m_01	1.2701	(pause 0.28)	1.5521
3	DCB_se1_ag3_m_01	1.5521	tell kids?	2.4302
4	DCB_se2_ag3_m_03	5.2508	Never be afraid to follow a dream.	8.5253
5	DCB_se2_ag3_m_03	8.5253	(pause 1.73)	10.2549
6	DCB_se2_ag3_m_03	10.2549	Never let fear	11.4683
7	DCB_se2_ag3_m_03	11.4683	(pause 0.33)	11.7982
8	DCB_se2_ag3_m_03	11.7982	overcome	12.6569
9	DCB_se2_ag3_m_03	12.6569	(pause 1.96)	14.6135
10	DCB_se2_ag3_m_03	14.6135	and circum	15.4268
11	DCB_se2_ag3_m_03	15.4268	(pause 1.47)	16.8981
12	DCB_se2_ag3_m_03	16.8981	your	17.4061
13	DCB_se2_ag3_m_03	17.4061	(pause 0.38)	17.7816
14	DCB_se2_ag3_m_03	17.7816	being, you know what I'm saying, anything that you wanna do.	20.5602
15	DCB_se2_ag3_m_03	20.5602	(pause 1.07)	21.6292
16	DCB_se2_ag3_m_03	21.6292	Uh, growing up is uh,	23.9197
17	DCB_se2_ag3_m_03	23.9197	(pause 1.37)	25.2869
18	DCB_se2_ag3_m_03	25.2869	experience that	26.5216
19	DCB_se2_ag3_m_03	26.5216	(pause 2.06)	28.5811
20	DCB_se2_ag3_m_03	28.5811	is basically a gift.	29.9435
21	DCB_se2_ag3_m_03	29.9435	(pause 1.25)	31.1942
22	DCB_se2_ag3_m_03	31.1942	Keep your childhood as long as you possibly can cause the real world don't care about you.	35.1648
23	DCB_se2_ag3_m_03	35.1648	(pause 1.48)	36.6400
24	DCB_se2_ag3_m_03	36.6400	Um,	37.3720
25	DCB_se2_ag3_m_03	37.3720	(pause 1.74)	39.1093
26	DCB_se2_ag3_m_03	39.1093	everybody's out to take.	40.3882
27	DCB_se2_ag3_m_03	40.3882	(pause 1.66)	42.0486
28	DCB_se2_ag3_m_03	42.0486	Nobody really wants to give.	43.8968
29	DCB_se2_ag3_m_03	43.8968	(pause 1.84)	45.7366
30	DCB_se2_ag3_m_03	45.7366	But,	46.1091
31	DCB_se2_ag3_m_03	46.1091	(pause 1.74)	47.8510
32	DCB_se2_ag3_m_03	47.8510	you fight adversity	49.0431
33	DCB_se2_ag3_m_03	49.0431	(pause 0.67)	49.7136
34	DCB_se2_ag3_m_03	49.7136	as much as possible.	51.1234
35	DCB_se2_ag3_m_03	51.1234	(pause 0.99)	52.1084
36	DCB_se2_ag3_m_03	52.1084	To do the best that you can.	53.5879
37	DCB_se2_ag3_m_03	53.5879	(pause 1.52)	55.1046
38	DCB_se2_ag3_m_03	55.1046	And to make it.	55.9082
39	DCB_se2_ag3_m_03	55.9082	(pause 1.38)	57.2882
40	DCB_se2_ag3_m_03	57.2882	And	57.8655
41	DCB_se2_ag3_m_03	57.8655	(pause 0.58)	58.4483
42	DCB_se2_ag3_m_03	58.4483	try	59.0550
43	DCB_se2_ag3_m_03	59.0550	(pause 0.42)	59.4701
44	DCB_se2_ag3_m_03	59.4701	your best to be great.	60.7740
45	DCB_se2_ag3_m_03	60.7740	(pause 1.55)	62.3279
46	DCB_se2_ag3_m_03	62.3279	They used to have a little saying when we was young,	65.2144
47	DCB_se2_ag3_m_03	65.2144	(pause 0.38)	65.5918
48	DCB_se2_ag3_m_03	65.5918	good, better, best, never let it rest, until your good get better and your better get best.	70.6945
49	DCB_se2_ag3_m_03	70.6945	(pause 0.53)	71.2239
50	DCB_se2_ag3_m_03	71.2239	Don't settle for	72.2769
51	DCB_se2_ag3_m_03	72.2769	(pause 1.08)	73.3580
52	DCB_se2_ag3_m_03	73.3580	what	73.7460
53	DCB_se2_ag3_m_03	73.7460	(pause 0.33)	74.0764
54	DCB_se2_ag3_m_03	74.0764	is given	74.7896
55	DCB_se2_ag3_m_03	74.7896	(pause 0.47)	75.2579
56	DCB_se2_ag3_m_03	75.2579	you know,	75.7422
57	DCB_se2_ag3_m_03	75.7422	(pause 0.65)	76.3882
58	DCB_se2_ag3_m_03	76.3882	take what you want.	77.1897
59	DCB_se2_ag3_m_03	77.1897	(pause 1.79)	78.9831
60	DCB_se2_ag3_m_03	78.9831	And I mean that in	80.4908
61	DCB_se2_ag3_m_03	80.4908	(pause 0.23)	80.7197
62	DCB_se2_ag3_m_03	80.7197	the most respectful way,	81.8692
63	DCB_se2_ag3_m_03	81.8692	(pause 0.62)	82.4918
64	DCB_se2_ag3_m_03	82.4918	you know but,	83.2316
65	DCB_se2_ag3_m_03	83.2316	(pause 0.21)	83.4391
66	DCB_se2_ag3_m_03	83.4391	don't let nobody give you	84.7802
67	DCB_se2_ag3_m_03	84.7802	(pause 0.90)	85.6796
68	DCB_se2_ag3_m_03	85.6796	you know,	86.3409
69	DCB_se2_ag3_m_03	86.3409	(pause 0.34)	86.6854
70	DCB_se2_ag3_m_03	86.6854	a bag of oranges when you want	88.3148
71	DCB_se2_ag3_m_03	88.3148	(pause 0.32)	88.6348
72	DCB_se2_ag3_m_03	88.6348	apples, you know.	89.9440
73	DCB_se2_ag3_m_03	89.9440	(pause 0.20)	90.1462
74	DCB_se2_ag3_m_03	90.1462	Fight for what you believe in,	91.5831
75	DCB_se2_ag3_m_03	91.5831	(pause 0.70)	92.2803
76	DCB_se2_ag3_m_03	92.2803	and know that you can	94.1123
77	DCB_se2_ag3_m_03	94.1123	(pause 0.55)	94.6644
78	DCB_se2_ag3_m_03	94.6644	do better	95.3618
79	DCB_se2_ag3_m_03	95.3618	(pause 0.77)	96.1349
80	DCB_se2_ag3_m_03	96.1349	than	96.7456
81	DCB_se2_ag3_m_03	96.7456	(pause 0.22)	96.9651
82	DCB_se2_ag3_m_03	96.9651	what	97.3163
83	DCB_se2_ag3_m_03	97.3163	(pause 0.40)	97.7155
84	DCB_se2_ag3_m_03	97.7155	they expect you to.	98.8650
85	DCB_se2_ag3_m_03	98.8650	(pause 0.67)	99.5302
86	DCB_se2_ag3_m_03	99.5302	You know,	100.0195
87	DCB_se2_ag3_m_03	100.0195	(pause 0.33)	100.3498
88	DCB_se2_ag3_m_03	100.3498	have respect for yourself, have respect for others	102.5690
89	DCB_se2_ag3_m_03	102.5690	(pause 1.30)	103.8691
90	DCB_se2_ag3_m_03	103.8691	and you'll get a long way.	105.1517
91	DCB_se2_ag3_m_03	105.1517	(pause 0.92)	106.0670
92	DCB_se2_ag3_m_03	106.0670	Yeah, you'll go a long way	107.2644
93	DCB_se2_ag3_m_03	107.2644	(pause 0.61)	107.8711
94	DCB_se2_ag3_m_03	107.8711	out here.	108.4086
95	DCB_se2_ag3_m_03	108.4086	(pause 0.92)	109.3293
96	DCB_se2_ag3_m_03	109.3293	You know what I mean	110.2080
97	DCB_se2_ag3_m_03	110.2080	(pause 1.02)	111.2239
